?? [s],l01.dX [mm],l02.dX [mm],l03.dX [mm],l04.dX [mm],l05.dX [mm],l06.dX [mm],l07.dX [mm],l08.dX [mm],l09.dX [mm],l10.dX [mm],l11.dX [mm],l12.dX [mm],l13.dX [mm],l14.dX [mm],l15.dX [mm],l16.dX [mm],l17.dX [mm],l18.dX [mm],l19.dX [mm],l20.dX [mm],l21.dX [mm],l22.dX [mm],l23.dX [mm],l24.dX [mm],l25.dX [mm],l26.dX [mm],l27.dX [mm],l28.dX [mm],l29.dX [mm],l30.dX [mm],l31.dX [mm],l32.dX [mm],l33.dX [mm],l34.dX [mm],l35.dX [mm],l36.dX [mm],l37.dX [mm],l38.dX [mm],l39.dX [mm],l40.dX [mm],l41.dX [mm],l42.dX [mm],l43.dX [mm],l44.dX [mm],l45.dX [mm],l46.dX [mm],l47.dX [mm],l48.dX [mm],l49.dX [mm],l50.dX [mm],l51.dX [mm],l52.dX [mm],l53.dX [mm],l54.dX [mm],l01.dY [mm],l02.dY [mm],l03.dY [mm],l04.dY [mm],l05.dY [mm],l06.dY [mm],l07.dY [mm],l08.dY [mm],l09.dY [mm],l10.dY [mm],l11.dY [mm],l12.dY [mm],l13.dY [mm],l14.dY [mm],l15.dY [mm],l16.dY [mm],l17.dY [mm],l18.dY [mm],l19.dY [mm],l20.dY [mm],l21.dY [mm],l22.dY [mm],l23.dY [mm],l24.dY [mm],l25.dY [mm],l26.dY [mm],l27.dY [mm],l28.dY [mm],l29.dY [mm],l30.dY [mm],l31.dY [mm],l32.dY [mm],l33.dY [mm],l34.dY [mm],l35.dY [mm],l36.dY [mm],l37.dY [mm],l38.dY [mm],l39.dY [mm],l40.dY [mm],l41.dY [mm],l42.dY [mm],l43.dY [mm],l44.dY [mm],l45.dY [mm],l46.dY [mm],l47.dY [mm],l48.dY [mm],l49.dY [mm],l50.dY [mm],l51.dY [mm],l52.dY [mm],l53.dY [mm],l54.dY [mm],l01.dZ [mm],l02.dZ [mm],l03.dZ [mm],l04.dZ [mm],l05.dZ [mm],l06.dZ [mm],l07.dZ [mm],l08.dZ [mm],l09.dZ [mm],l10.dZ [mm],l11.dZ [mm],l12.dZ [mm],l13.dZ [mm],l14.dZ [mm],l15.dZ [mm],l16.dZ [mm],l17.dZ [mm],l18.dZ [mm],l19.dZ [mm],l20.dZ [mm],l21.dZ [mm],l22.dZ [mm],l23.dZ [mm],l24.dZ [mm],l25.dZ [mm],l26.dZ [mm],l27.dZ [mm],l28.dZ [mm],l29.dZ [mm],l30.dZ [mm],l31.dZ [mm],l32.dZ [mm],l33.dZ [mm],l34.dZ [mm],l35.dZ [mm],l36.dZ [mm],l37.dZ [mm],l38.dZ [mm],l39.dZ [mm],l40.dZ [mm],l41.dZ [mm],l42.dZ [mm],l43.dZ [mm],l44.dZ [mm],l45.dZ [mm],l46.dZ [mm],l47.dZ [mm],l48.dZ [mm],l49.dZ [mm],l50.dZ [mm],l51.dZ [mm],l52.dZ [mm],l53.dZ [mm],l54.dZ [mm]
162.204786,-0.609127,-0.610224,-0.611735,-0.611316,-0.611943,-0.613408,-0.613929,-0.613952,-0.614248,-0.614858,-0.613908,-0.614867,-0.615034,-0.614657,-0.613898,-0.614805,-0.615398,-0.615417,-0.616677,-0.616724,-0.616628,-0.6179,-0.617738,-0.617425,-0.619192,-0.619418,-0.619474,-0.605913,-0.606646,-0.606744,-0.608151,-0.608192,-0.608483,-0.608663,-0.609311,-0.609428,-0.609249,-0.610069,-0.610308,-0.608633,-0.608972,-0.608704,-0.608361,-0.609721,-0.609012,-0.610914,-0.610841,-0.610633,-0.611443,-0.612151,-0.612289,-0.61302,-0.613081,-0.61309,-0.210964,-0.217355,-0.224406,-0.232312,-0.23946,-0.24824,-0.2538,-0.26402,-0.27259,-0.277909,-0.288268,-0.298918,-0.307754,-0.315403,-0.324542,-0.331647,-0.341978,-0.350505,-0.361443,-0.371146,-0.380839,-0.391267,-0.403545,-0.416704,-0.428044,-0.436715,-0.448316,-0.213717,-0.218886,-0.225342,-0.233381,-0.240241,-0.247765,-0.25589,-0.263651,-0.272023,-0.280829,-0.287896,-0.29885,-0.307751,-0.316676,-0.324647,-0.335074,-0.343004,-0.354917,-0.363683,-0.370897,-0.381569,-0.393085,-0.405448,-0.41621,-0.42626,-0.43516,-0.445084,0.106643,0.102041,0.095412,0.092712,0.088434,0.08387,0.081017,0.076065,0.072382,0.068676,0.065834,0.06155,0.057616,0.05532,0.053261,0.05119,0.045215,0.042429,0.039357,0.034055,0.033318,0.025561,0.02279,0.014347,0.012199,0.009209,0.000543,0.106304,0.09883,0.09344,0.089181,0.08537,0.082717,0.077992,0.075797,0.071673,0.068192,0.063788,0.058861,0.057145,0.056196,0.050788,0.048325,0.043951,0.042827,0.037965,0.033653,0.03104,0.025424,0.021582,0.017361,0.012507,0.009591,0.004629
162.454786,-0.608068,-0.609531,-0.611157,-0.610565,-0.610935,-0.612342,-0.61259,-0.612818,-0.613237,-0.613694,-0.61294,-0.613981,-0.613891,-0.61374,-0.612982,-0.614081,-0.614247,-0.614325,-0.615525,-0.615979,-0.615704,-0.616713,-0.616556,-0.616965,-0.618183,-0.618026,-0.61849,-0.604883,-0.605799,-0.605977,-0.607248,-0.607301,-0.607678,-0.607395,-0.608282,-0.608315,-0.60782,-0.609009,-0.608737,-0.607973,-0.607871,-0.607707,-0.607356,-0.608515,-0.608452,-0.60983,-0.609841,-0.60962,-0.610025,-0.61133,-0.61147,-0.61236,-0.61224,-0.611965,-0.229391,-0.23567,-0.243287,-0.250902,-0.257668,-0.266781,-0.272646,-0.282972,-0.291257,-0.296529,-0.306824,-0.317819,-0.326706,-0.334179,-0.342933,-0.350512,-0.361109,-0.370069,-0.380648,-0.390297,-0.400274,-0.411335,-0.423138,-0.436145,-0.447509,-0.456803,-0.468381,-0.23348,-0.237937,-0.243409,-0.251786,-0.258949,-0.266804,-0.275012,-0.282672,-0.2907,-0.299375,-0.306778,-0.318176,-0.327271,-0.335478,-0.34324,-0.353678,-0.362465,-0.374411,-0.382776,-0.389782,-0.400881,-0.412882,-0.425099,-0.43583,-0.445746,-0.455246,-0.465153,0.105975,0.101696,0.09236,0.092147,0.087555,0.082552,0.081183,0.07472,0.070688,0.067284,0.066552,0.061315,0.057658,0.054895,0.053452,0.050223,0.044696,0.040014,0.038338,0.034367,0.032317,0.024491,0.021506,0.014445,0.009715,0.0061,-0.000238,0.106277,0.095552,0.090997,0.089712,0.083093,0.079072,0.077615,0.074219,0.070676,0.066755,0.064297,0.058215,0.056621,0.05482,0.052066,0.047233,0.044113,0.040345,0.035721,0.033689,0.028426,0.02484,0.022455,0.01547,0.01161,0.008519,0.005746
162.704786,-0.610653,-0.612576,-0.613852,-0.613516,-0.613311,-0.615241,-0.615467,-0.615781,-0.616308,-0.616593,-0.615243,-0.616662,-0.616779,-0.616388,-0.615615,-0.616524,-0.616816,-0.617341,-0.61826,-0.618641,-0.618435,-0.619531,-0.619572,-0.61928,-0.620824,-0.620874,-0.62121,-0.607856,-0.608308,-0.608855,-0.610341,-0.610142,-0.610467,-0.610395,-0.611109,-0.611128,-0.611083,-0.611812,-0.611656,-0.610506,-0.610444,-0.610552,-0.610088,-0.611178,-0.611041,-0.612548,-0.612645,-0.612607,-0.612835,-0.614164,-0.613875,-0.614856,-0.614991,-0.614825,-0.225207,-0.231224,-0.239034,-0.246618,-0.253183,-0.262203,-0.268037,-0.278819,-0.286813,-0.29203,-0.302332,-0.313497,-0.322663,-0.329921,-0.338819,-0.345978,-0.357108,-0.365841,-0.376656,-0.386408,-0.396234,-0.407628,-0.41985,-0.433048,-0.444334,-0.453442,-0.465182,-0.22912,-0.233602,-0.239868,-0.247645,-0.254735,-0.262012,-0.27042,-0.278359,-0.28648,-0.294768,-0.302453,-0.313504,-0.322725,-0.331291,-0.339305,-0.34977,-0.358357,-0.370427,-0.378715,-0.386116,-0.396928,-0.4089,-0.421703,-0.432677,-0.442415,-0.451598,-0.46198,0.10749,0.101416,0.095152,0.092124,0.089648,0.084488,0.082303,0.076576,0.071683,0.068813,0.067359,0.062433,0.058331,0.056095,0.053716,0.05141,0.046529,0.0427,0.039735,0.035138,0.032677,0.025506,0.02293,0.015397,0.010986,0.005763,0.000984,0.104525,0.097869,0.094991,0.090094,0.086235,0.082058,0.079816,0.075814,0.07176,0.069028,0.066668,0.060335,0.056129,0.056769,0.051094,0.049208,0.044894,0.040794,0.037296,0.033943,0.031228,0.025132,0.023515,0.016852,0.012136,0.00985,0.00408
162.954786,-0.614639,-0.616498,-0.617774,-0.617258,-0.617319,-0.619545,-0.619619,-0.619537,-0.620556,-0.620563,-0.619491,-0.620517,-0.620889,-0.620036,-0.619607,-0.620611,-0.620755,-0.620794,-0.622023,-0.6228,-0.622033,-0.623698,-0.623243,-0.622954,-0.624863,-0.624774,-0.625023,-0.611704,-0.612634,-0.612675,-0.61475,-0.614216,-0.61455,-0.614343,-0.614669,-0.615053,-0.615256,-0.615777,-0.615464,-0.614506,-0.614353,-0.614343,-0.614154,-0.615591,-0.614525,-0.616312,-0.616703,-0.616466,-0.617034,-0.617577,-0.617954,-0.618511,-0.618956,-0.61915,-0.21659,-0.222521,-0.229949,-0.237779,-0.244795,-0.253943,-0.2591,-0.270267,-0.278339,-0.283795,-0.293824,-0.304835,-0.313852,-0.321302,-0.330856,-0.338055,-0.348295,-0.357233,-0.368087,-0.378419,-0.388046,-0.399362,-0.412041,-0.425576,-0.436747,-0.445753,-0.457659,-0.219474,-0.224308,-0.230552,-0.238797,-0.245599,-0.253308,-0.261605,-0.269906,-0.277842,-0.285914,-0.294149,-0.304945,-0.313645,-0.322624,-0.330984,-0.34138,-0.349644,-0.36177,-0.370641,-0.378321,-0.388865,-0.400798,-0.414272,-0.425195,-0.434996,-0.4439,-0.454691,0.109478,0.104586,0.095591,0.094706,0.090582,0.086466,0.082996,0.07697,0.073652,0.070468,0.067671,0.063106,0.058606,0.058424,0.054685,0.050935,0.047473,0.043454,0.0396,0.035409,0.032314,0.027802,0.02317,0.015783,0.011905,0.00826,0.000012,0.108824,0.099844,0.096857,0.092732,0.089727,0.082739,0.080559,0.076376,0.0748,0.069809,0.065934,0.060347,0.058159,0.0574,0.052185,0.04976,0.045036,0.042622,0.039297,0.036236,0.031358,0.026097,0.023872,0.017921,0.012984,0.010609,0.004534
163.204786,-0.613417,-0.61511,-0.616752,-0.616221,-0.616451,-0.617658,-0.618132,-0.618392,-0.618952,-0.619308,-0.618213,-0.619115,-0.619199,-0.61889,-0.618322,-0.619205,-0.619712,-0.619406,-0.620973,-0.621324,-0.620681,-0.622161,-0.621535,-0.622248,-0.623424,-0.623526,-0.623923,-0.610242,-0.611401,-0.61118,-0.612729,-0.612846,-0.613371,-0.612743,-0.613585,-0.613884,-0.613867,-0.614447,-0.614225,-0.613233,-0.61294,-0.613065,-0.612608,-0.614173,-0.613231,-0.61501,-0.615076,-0.614748,-0.615465,-0.616083,-0.616771,-0.617207,-0.617689,-0.617339,-0.2345,-0.241203,-0.248633,-0.256301,-0.263719,-0.2722,-0.278178,-0.289106,-0.296437,-0.302156,-0.312611,-0.323992,-0.332744,-0.340422,-0.34924,-0.357024,-0.368062,-0.376337,-0.387304,-0.397329,-0.407903,-0.41867,-0.431702,-0.444707,-0.456488,-0.466141,-0.477747,-0.238329,-0.242545,-0.248679,-0.257059,-0.264518,-0.272166,-0.280336,-0.2883,-0.2963,-0.304611,-0.312786,-0.323566,-0.332496,-0.341291,-0.349664,-0.360187,-0.369379,-0.380991,-0.389657,-0.397143,-0.408543,-0.420388,-0.433095,-0.444346,-0.454409,-0.464034,-0.474392,0.109774,0.103099,0.095873,0.093069,0.088974,0.084552,0.083134,0.076938,0.07373,0.069864,0.06819,0.062997,0.058185,0.05613,0.053394,0.05201,0.045907,0.042317,0.039622,0.034551,0.032467,0.02567,0.02226,0.016065,0.012159,0.007141,0.0007,0.109347,0.096491,0.095704,0.090537,0.087113,0.082863,0.080044,0.076668,0.071979,0.070636,0.067394,0.059859,0.057505,0.056802,0.052246,0.04889,0.044863,0.041504,0.039614,0.034388,0.030175,0.026125,0.022903,0.016975,0.011375,0.010523,0.003822
163.454786,-0.613447,-0.614957,-0.616583,-0.616304,-0.616223,-0.617598,-0.618246,-0.618228,-0.619101,-0.619125,-0.617908,-0.619239,-0.619329,-0.619114,-0.618371,-0.619338,-0.619231,-0.619464,-0.621092,-0.621041,-0.620723,-0.622431,-0.621708,-0.621815,-0.623389,-0.623626,-0.623816,-0.610674,-0.611133,-0.61104,-0.612835,-0.612866,-0.613376,-0.612585,-0.613646,-0.613911,-0.613557,-0.614262,-0.614178,-0.613656,-0.613014,-0.612731,-0.612607,-0.613815,-0.613181,-0.61491,-0.614943,-0.615024,-0.61557,-0.616154,-0.61657,-0.617036,-0.617856,-0.617596,-0.239463,-0.246004,-0.253857,-0.261463,-0.26888,-0.277674,-0.283162,-0.293771,-0.301371,-0.307413,-0.318028,-0.329123,-0.338217,-0.345508,-0.354985,-0.362607,-0.3736,-0.382047,-0.393159,-0.403122,-0.413513,-0.424418,-0.437278,-0.451071,-0.463235,-0.47251,-0.484888,-0.243304,-0.247747,-0.253692,-0.261883,-0.269499,-0.277256,-0.285088,-0.293344,-0.301227,-0.309931,-0.318371,-0.328915,-0.33798,-0.346438,-0.355124,-0.3656,-0.374282,-0.386482,-0.395257,-0.40271,-0.414412,-0.426302,-0.439483,-0.45078,-0.460868,-0.470632,-0.481047,0.108733,0.102969,0.09709,0.093812,0.089532,0.084951,0.083162,0.076912,0.073116,0.070352,0.068042,0.062491,0.058245,0.055879,0.054687,0.051164,0.046315,0.043209,0.038822,0.034367,0.031271,0.026068,0.021757,0.014664,0.01115,0.006789,0.000311,0.105808,0.097257,0.096025,0.090303,0.087757,0.085532,0.080076,0.075175,0.072897,0.069716,0.066384,0.060052,0.057417,0.058224,0.051551,0.048992,0.045117,0.041747,0.037488,0.034446,0.030462,0.025815,0.022386,0.01594,0.010431,0.008752,0.004747
163.704786,-0.616979,-0.618525,-0.620465,-0.61934,-0.619882,-0.621769,-0.621544,-0.62147,-0.622239,-0.623037,-0.621073,-0.622521,-0.622544,-0.622241,-0.621543,-0.622496,-0.622692,-0.622784,-0.624104,-0.624539,-0.624223,-0.625722,-0.624736,-0.625048,-0.626671,-0.626823,-0.627143,-0.614198,-0.614751,-0.615008,-0.616272,-0.61626,-0.616694,-0.616459,-0.616966,-0.616939,-0.617195,-0.61787,-0.617657,-0.616514,-0.616417,-0.616414,-0.616343,-0.61716,-0.616467,-0.618392,-0.618411,-0.618187,-0.618782,-0.619746,-0.619731,-0.620511,-0.620853,-0.620493,-0.226739,-0.23309,-0.24064,-0.248144,-0.254962,-0.263779,-0.269826,-0.280673,-0.288625,-0.294048,-0.304443,-0.315812,-0.325043,-0.332388,-0.341495,-0.349062,-0.360526,-0.369066,-0.380308,-0.390496,-0.401029,-0.412635,-0.425768,-0.438981,-0.45087,-0.460362,-0.472569,-0.23042,-0.234959,-0.24091,-0.248566,-0.255937,-0.263662,-0.27172,-0.27996,-0.288523,-0.296527,-0.305106,-0.316075,-0.32489,-0.333703,-0.342116,-0.352509,-0.36146,-0.374152,-0.383091,-0.390306,-0.401839,-0.41428,-0.427584,-0.438903,-0.448697,-0.458829,-0.46913,0.110359,0.104997,0.097536,0.095018,0.089661,0.08635,0.08455,0.079108,0.073799,0.069953,0.068749,0.064348,0.059647,0.05776,0.054885,0.051994,0.047217,0.043118,0.041805,0.035859,0.03395,0.026994,0.023112,0.014962,0.012607,0.006733,0.001311,0.109677,0.100747,0.098204,0.092845,0.08971,0.083672,0.08202,0.07693,0.074535,0.070995,0.067801,0.062752,0.059398,0.057675,0.052971,0.050725,0.046474,0.042821,0.039667,0.035423,0.030766,0.026829,0.023307,0.016803,0.012376,0.009966,0.004361
163.954786,-0.616019,-0.61789,-0.619215,-0.618678,-0.618597,-0.620425,-0.620998,-0.620818,-0.621643,-0.621922,-0.620848,-0.621684,-0.62196,-0.621445,-0.620813,-0.621504,-0.621967,-0.621675,-0.623274,-0.623618,-0.623156,-0.624803,-0.624283,-0.624478,-0.625739,-0.625858,-0.626203,-0.613605,-0.614238,-0.6144,-0.615585,-0.615382,-0.616225,-0.61552,-0.616237,-0.616433,-0.616452,-0.616597,-0.616586,-0.61591,-0.615633,-0.615002,-0.615119,-0.616088,-0.615427,-0.617005,-0.617592,-0.617356,-0.61788,-0.618477,-0.618833,-0.619144,-0.619969,-0.619727,-0.238788,-0.245871,-0.253497,-0.260979,-0.268396,-0.27707,-0.283036,-0.293649,-0.301995,-0.307354,-0.317842,-0.329067,-0.338135,-0.345789,-0.355126,-0.363147,-0.373899,-0.382653,-0.393832,-0.404294,-0.415015,-0.426018,-0.43919,-0.452961,-0.465233,-0.474615,-0.487365,-0.242956,-0.247515,-0.253318,-0.261975,-0.269109,-0.276916,-0.285077,-0.293108,-0.301289,-0.309967,-0.31762,-0.329107,-0.337861,-0.346709,-0.355461,-0.365654,-0.375284,-0.387294,-0.395818,-0.403552,-0.415681,-0.427761,-0.440877,-0.452838,-0.463197,-0.472842,-0.483704,0.108181,0.104513,0.095706,0.093853,0.09132,0.085747,0.082367,0.077167,0.074185,0.069561,0.066682,0.063448,0.058871,0.055935,0.0547,0.051304,0.046558,0.04147,0.039779,0.034096,0.030056,0.025349,0.022078,0.016138,0.011074,0.006472,-0.00138,0.108099,0.100192,0.094384,0.094177,0.088654,0.083123,0.080674,0.076375,0.073322,0.069819,0.066847,0.059957,0.057378,0.056997,0.051698,0.047822,0.046741,0.04173,0.037869,0.034974,0.031274,0.025412,0.022625,0.01572,0.01058,0.010176,0.004339
164.204786,-0.61745,-0.618999,-0.620401,-0.620017,-0.620427,-0.622134,-0.622222,-0.622005,-0.622678,-0.623261,-0.621917,-0.622909,-0.623255,-0.623011,-0.622089,-0.623133,-0.623262,-0.623108,-0.624631,-0.624959,-0.624632,-0.626077,-0.625535,-0.625579,-0.627192,-0.627312,-0.627296,-0.614874,-0.615446,-0.6148,-0.617243,-0.616763,-0.617178,-0.616866,-0.617437,-0.617673,-0.617954,-0.618116,-0.618058,-0.616957,-0.616645,-0.616507,-0.616541,-0.617813,-0.616885,-0.618466,-0.618732,-0.618837,-0.619127,-0.619988,-0.620116,-0.620701,-0.621249,-0.621114,-0.251302,-0.258177,-0.265117,-0.273151,-0.280265,-0.289261,-0.294662,-0.30492,-0.313339,-0.319362,-0.329957,-0.340721,-0.349736,-0.357383,-0.367111,-0.374882,-0.385952,-0.394275,-0.405902,-0.416839,-0.426996,-0.438612,-0.451859,-0.466012,-0.477998,-0.487412,-0.499897,-0.254716,-0.259505,-0.265653,-0.273497,-0.280835,-0.288608,-0.297039,-0.305161,-0.313265,-0.322071,-0.329807,-0.340664,-0.34967,-0.358479,-0.367149,-0.378039,-0.386789,-0.399021,-0.408669,-0.416357,-0.427682,-0.439967,-0.454146,-0.465671,-0.476087,-0.48563,-0.49684,0.110213,0.105454,0.096664,0.094528,0.090927,0.083927,0.083047,0.076359,0.073495,0.069086,0.066343,0.06288,0.057789,0.056638,0.053298,0.050737,0.045529,0.042708,0.037523,0.034057,0.031666,0.025619,0.020383,0.015107,0.011042,0.0066,-0.002589,0.108724,0.100489,0.09572,0.094727,0.088781,0.084252,0.079974,0.077186,0.071918,0.069057,0.065989,0.05837,0.057069,0.055849,0.052535,0.046787,0.044227,0.040958,0.036974,0.034307,0.031387,0.02479,0.020643,0.016334,0.011097,0.010148,0.002958
164.454786,-0.61923,-0.620957,-0.622356,-0.621826,-0.621994,-0.623224,-0.623453,-0.623919,-0.624457,-0.624709,-0.623469,-0.624813,-0.62443,-0.624251,-0.62351,-0.624593,-0.624787,-0.624903,-0.626107,-0.62617,-0.626034,-0.627539,-0.62729,-0.627378,-0.628539,-0.628617,-0.628743,-0.616198,-0.61693,-0.616762,-0.618107,-0.618375,-0.618887,-0.618189,-0.619045,-0.619217,-0.619264,-0.619785,-0.619662,-0.618225,-0.617964,-0.617914,-0.61767,-0.619208,-0.618385,-0.620044,-0.619961,-0.620121,-0.620915,-0.621347,-0.621806,-0.62208,-0.622556,-0.622423,-0.235265,-0.241754,-0.249439,-0.257022,-0.264287,-0.273011,-0.278661,-0.289429,-0.297867,-0.303388,-0.313988,-0.325389,-0.334552,-0.341763,-0.35131,-0.359478,-0.371015,-0.379206,-0.390605,-0.401714,-0.41224,-0.423855,-0.437131,-0.450857,-0.463491,-0.473269,-0.485784,-0.238845,-0.243371,-0.249354,-0.257725,-0.26531,-0.273055,-0.281418,-0.289234,-0.297432,-0.305992,-0.314457,-0.32539,-0.33407,-0.343025,-0.351828,-0.362435,-0.371864,-0.384243,-0.392996,-0.400793,-0.412982,-0.425314,-0.439278,-0.450931,-0.461741,-0.471449,-0.482391,0.112108,0.105154,0.099453,0.095719,0.093223,0.087622,0.084924,0.079939,0.07483,0.073349,0.068112,0.06442,0.060533,0.057691,0.055748,0.052257,0.047822,0.044463,0.040976,0.036431,0.032809,0.027785,0.023082,0.016488,0.012541,0.00719,-0.001232,0.111642,0.100627,0.099506,0.095689,0.091028,0.086145,0.08277,0.078548,0.074253,0.073659,0.067818,0.061709,0.058898,0.058986,0.053795,0.051205,0.04828,0.041897,0.040069,0.035737,0.032322,0.02742,0.023419,0.018062,0.01113,0.010204,0.00411
164.704786,-0.618288,-0.619958,-0.621568,-0.621218,-0.621058,-0.622694,-0.622835,-0.622734,-0.623919,-0.623846,-0.622539,-0.623699,-0.623361,-0.623443,-0.622777,-0.623884,-0.623863,-0.623577,-0.625034,-0.625708,-0.625335,-0.626716,-0.625821,-0.625831,-0.627785,-0.627875,-0.62793,-0.615722,-0.616348,-0.615907,-0.617698,-0.61754,-0.617779,-0.617826,-0.61822,-0.618457,-0.618464,-0.618487,-0.618542,-0.617549,-0.617307,-0.617223,-0.616894,-0.618273,-0.616957,-0.618981,-0.619341,-0.61904,-0.619466,-0.620513,-0.620287,-0.62134,-0.621441,-0.621338,-0.245587,-0.252647,-0.259857,-0.267417,-0.27482,-0.283793,-0.2895,-0.300133,-0.308495,-0.314447,-0.324955,-0.33603,-0.344992,-0.352671,-0.362435,-0.370391,-0.381514,-0.390022,-0.401873,-0.412804,-0.423397,-0.434808,-0.448982,-0.462729,-0.475176,-0.484982,-0.497545,-0.249291,-0.25382,-0.259924,-0.268443,-0.275558,-0.283484,-0.291514,-0.300129,-0.308463,-0.316857,-0.324541,-0.335608,-0.344674,-0.353645,-0.362309,-0.373259,-0.382328,-0.394795,-0.404218,-0.411988,-0.423865,-0.436511,-0.450854,-0.462658,-0.473488,-0.483323,-0.494272,0.112149,0.106132,0.098514,0.094643,0.090615,0.086878,0.084936,0.078319,0.075046,0.072251,0.068177,0.064468,0.060063,0.058464,0.055344,0.052559,0.046615,0.043942,0.038704,0.035056,0.032723,0.026618,0.021733,0.013668,0.012164,0.006412,-0.001744,0.110786,0.100844,0.099276,0.094159,0.088539,0.084057,0.083117,0.079165,0.073923,0.071162,0.069374,0.060843,0.059573,0.058364,0.052879,0.04987,0.047149,0.042934,0.040386,0.035314,0.032268,0.025966,0.022036,0.015777,0.011451,0.009296,0.002885
164.954786,-0.619484,-0.621293,-0.622508,-0.622147,-0.622222,-0.623847,-0.623746,-0.624023,-0.624379,-0.624895,-0.623381,-0.624803,-0.624614,-0.624276,-0.623606,-0.624512,-0.625016,-0.624933,-0.625923,-0.626593,-0.626083,-0.62752,-0.626855,-0.627231,-0.628614,-0.628973,-0.629209,-0.61649,-0.617188,-0.617181,-0.618822,-0.618662,-0.619181,-0.618657,-0.619147,-0.619195,-0.619383,-0.619554,-0.619841,-0.618392,-0.618108,-0.617868,-0.618348,-0.619221,-0.618268,-0.620035,-0.620183,-0.620572,-0.621005,-0.621497,-0.622026,-0.622497,-0.62277,-0.622467,-0.265791,-0.27182,-0.279452,-0.287324,-0.294489,-0.303187,-0.308773,-0.319766,-0.328573,-0.333615,-0.34408,-0.355614,-0.364997,-0.372895,-0.382063,-0.389602,-0.401207,-0.410428,-0.421892,-0.432533,-0.443652,-0.455812,-0.469257,-0.483325,-0.495802,-0.505868,-0.518069,-0.26868,-0.273609,-0.280091,-0.288148,-0.295286,-0.302526,-0.311213,-0.319319,-0.328204,-0.335987,-0.343862,-0.355668,-0.364856,-0.374004,-0.382401,-0.393351,-0.402136,-0.415426,-0.424353,-0.432169,-0.444052,-0.457034,-0.470784,-0.482981,-0.494039,-0.504315,-0.514928,0.111155,0.102901,0.096125,0.094064,0.090633,0.086845,0.084131,0.077456,0.074603,0.071191,0.066819,0.062732,0.058113,0.055687,0.053247,0.050977,0.045461,0.041906,0.038844,0.035047,0.029999,0.025082,0.020179,0.014135,0.010047,0.004908,-0.002281,0.10818,0.099782,0.095989,0.093071,0.088781,0.083082,0.0815,0.07688,0.07449,0.070109,0.065586,0.060922,0.057705,0.057914,0.052454,0.049132,0.045196,0.04009,0.038101,0.033988,0.029632,0.024717,0.020119,0.015764,0.009645,0.007553,0.002162
165.204786,-0.620274,-0.621895,-0.623564,-0.622898,-0.622855,-0.62485,-0.62491,-0.624598,-0.625795,-0.62592,-0.624656,-0.625793,-0.625596,-0.625504,-0.62468,-0.625495,-0.625949,-0.625674,-0.627095,-0.627603,-0.627379,-0.628807,-0.627999,-0.62803,-0.629955,-0.630319,-0.630066,-0.617248,-0.618366,-0.617831,-0.619647,-0.619318,-0.620156,-0.619458,-0.620136,-0.620332,-0.620616,-0.620515,-0.620426,-0.619478,-0.619171,-0.619107,-0.618841,-0.620302,-0.619219,-0.620959,-0.621164,-0.621624,-0.62181,-0.622415,-0.622926,-0.623053,-0.623776,-0.624105,-0.243302,-0.249686,-0.257092,-0.265056,-0.272502,-0.28115,-0.287041,-0.297531,-0.305508,-0.311754,-0.322425,-0.333827,-0.34303,-0.350538,-0.360361,-0.368329,-0.379709,-0.388273,-0.400401,-0.41164,-0.422254,-0.434234,-0.448005,-0.462535,-0.475156,-0.485028,-0.498102,-0.24643,-0.251399,-0.257362,-0.265716,-0.273,-0.281219,-0.289155,-0.297654,-0.305779,-0.314548,-0.322304,-0.333644,-0.342666,-0.35132,-0.360446,-0.371373,-0.380898,-0.393418,-0.402822,-0.410769,-0.423017,-0.435843,-0.450118,-0.462124,-0.473356,-0.482962,-0.494407,0.112249,0.106142,0.098385,0.096063,0.093224,0.086548,0.085222,0.079455,0.075405,0.073464,0.070659,0.064523,0.059979,0.058333,0.056115,0.052583,0.047835,0.044162,0.03998,0.035847,0.032574,0.027328,0.022145,0.015216,0.012181,0.006945,-0.000513,0.110212,0.101364,0.10016,0.095353,0.091826,0.085142,0.083042,0.080124,0.074272,0.074153,0.069646,0.062015,0.059599,0.058713,0.054151,0.052227,0.048117,0.04232,0.039674,0.035954,0.032554,0.026387,0.020899,0.016559,0.010685,0.009683,0.00402
