?? [s],l01.dX [mm],l02.dX [mm],l03.dX [mm],l04.dX [mm],l05.dX [mm],l06.dX [mm],l07.dX [mm],l08.dX [mm],l09.dX [mm],l10.dX [mm],l11.dX [mm],l12.dX [mm],l13.dX [mm],l14.dX [mm],l15.dX [mm],l16.dX [mm],l17.dX [mm],l18.dX [mm],l19.dX [mm],l20.dX [mm],l21.dX [mm],l22.dX [mm],l23.dX [mm],l24.dX [mm],l25.dX [mm],l26.dX [mm],l27.dX [mm],l28.dX [mm],l29.dX [mm],l30.dX [mm],l31.dX [mm],l32.dX [mm],l33.dX [mm],l34.dX [mm],l35.dX [mm],l36.dX [mm],l37.dX [mm],l38.dX [mm],l39.dX [mm],l40.dX [mm],l41.dX [mm],l42.dX [mm],l43.dX [mm],l44.dX [mm],l45.dX [mm],l46.dX [mm],l47.dX [mm],l48.dX [mm],l49.dX [mm],l50.dX [mm],l51.dX [mm],l52.dX [mm],l53.dX [mm],l54.dX [mm],l01.dY [mm],l02.dY [mm],l03.dY [mm],l04.dY [mm],l05.dY [mm],l06.dY [mm],l07.dY [mm],l08.dY [mm],l09.dY [mm],l10.dY [mm],l11.dY [mm],l12.dY [mm],l13.dY [mm],l14.dY [mm],l15.dY [mm],l16.dY [mm],l17.dY [mm],l18.dY [mm],l19.dY [mm],l20.dY [mm],l21.dY [mm],l22.dY [mm],l23.dY [mm],l24.dY [mm],l25.dY [mm],l26.dY [mm],l27.dY [mm],l28.dY [mm],l29.dY [mm],l30.dY [mm],l31.dY [mm],l32.dY [mm],l33.dY [mm],l34.dY [mm],l35.dY [mm],l36.dY [mm],l37.dY [mm],l38.dY [mm],l39.dY [mm],l40.dY [mm],l41.dY [mm],l42.dY [mm],l43.dY [mm],l44.dY [mm],l45.dY [mm],l46.dY [mm],l47.dY [mm],l48.dY [mm],l49.dY [mm],l50.dY [mm],l51.dY [mm],l52.dY [mm],l53.dY [mm],l54.dY [mm],l01.dZ [mm],l02.dZ [mm],l03.dZ [mm],l04.dZ [mm],l05.dZ [mm],l06.dZ [mm],l07.dZ [mm],l08.dZ [mm],l09.dZ [mm],l10.dZ [mm],l11.dZ [mm],l12.dZ [mm],l13.dZ [mm],l14.dZ [mm],l15.dZ [mm],l16.dZ [mm],l17.dZ [mm],l18.dZ [mm],l19.dZ [mm],l20.dZ [mm],l21.dZ [mm],l22.dZ [mm],l23.dZ [mm],l24.dZ [mm],l25.dZ [mm],l26.dZ [mm],l27.dZ [mm],l28.dZ [mm],l29.dZ [mm],l30.dZ [mm],l31.dZ [mm],l32.dZ [mm],l33.dZ [mm],l34.dZ [mm],l35.dZ [mm],l36.dZ [mm],l37.dZ [mm],l38.dZ [mm],l39.dZ [mm],l40.dZ [mm],l41.dZ [mm],l42.dZ [mm],l43.dZ [mm],l44.dZ [mm],l45.dZ [mm],l46.dZ [mm],l47.dZ [mm],l48.dZ [mm],l49.dZ [mm],l50.dZ [mm],l51.dZ [mm],l52.dZ [mm],l53.dZ [mm],l54.dZ [mm]
258.954786,7.829611,7.832228,7.814644,7.808802,7.802388,7.793411,7.780998,7.765699,7.755753,7.733195,7.747765,7.722048,7.716989,7.715723,7.711922,7.70057,7.68694,7.689666,7.665439,7.668467,7.661404,7.641428,7.644977,7.644628,7.616857,7.607992,7.599254,7.918467,7.917064,7.911649,7.899695,7.888405,7.88537,7.883264,7.867956,7.863352,7.838576,7.834321,7.830022,7.832287,7.83423,7.819957,7.813252,7.791604,7.795406,7.771882,7.767906,7.760218,7.75179,7.742311,7.731822,7.72488,7.718636,7.710701,-1.433321,-1.538996,-1.734042,-1.892244,-2.019255,-2.171158,-2.3248,-2.520387,-2.676731,-2.839288,-3.010152,-3.229608,-3.410982,-3.561369,-3.742641,-3.885548,-4.07815,-4.236011,-4.420378,-4.591389,-4.754271,-4.922561,-5.100573,-5.289629,-5.454684,-5.603417,-5.770763,-1.469447,-1.569175,-1.709314,-1.886672,-2.020505,-2.187383,-2.34459,-2.506699,-2.667295,-2.84305,-3.005799,-3.223447,-3.400973,-3.575119,-3.745029,-3.944111,-4.113144,-4.330097,-4.475532,-4.597228,-4.767926,-4.948419,-5.138325,-5.299097,-5.4464,-5.57899,-5.736226,-0.989163,-0.990721,-0.984918,-0.978452,-0.978071,-0.974605,-0.967699,-0.963583,-0.961357,-0.955768,-0.955645,-0.948542,-0.944397,-0.9421,-0.93786,-0.929813,-0.925502,-0.922095,-0.913185,-0.913011,-0.910167,-0.906062,-0.901248,-0.901894,-0.890989,-0.883507,-0.881472,-1.003529,-1.007799,-1.000649,-0.993467,-0.989617,-0.987598,-0.983726,-0.981302,-0.977778,-0.972865,-0.969346,-0.969749,-0.964575,-0.962825,-0.958014,-0.950925,-0.94144,-0.93447,-0.928844,-0.929327,-0.924748,-0.922509,-0.916706,-0.913661,-0.910819,-0.905356,-0.900375
259.204786,7.905263,7.907058,7.88996,7.884079,7.877685,7.868859,7.856025,7.840503,7.83081,7.807682,7.822219,7.796445,7.791387,7.7899,7.785981,7.774616,7.760869,7.763601,7.739021,7.74196,7.735238,7.714726,7.718222,7.718333,7.690128,7.681135,7.67207,7.993591,7.992835,7.987436,7.975668,7.96394,7.960768,7.959211,7.943295,7.938771,7.913907,7.909155,7.905395,7.907434,7.909171,7.894809,7.88816,7.866168,7.869993,7.845977,7.841835,7.834488,7.82556,7.816469,7.80548,7.798574,7.792066,7.785004,-1.444379,-1.551305,-1.747301,-1.907197,-2.034836,-2.18795,-2.342459,-2.539533,-2.696377,-2.860594,-3.032531,-3.253313,-3.435985,-3.586979,-3.769619,-3.913595,-4.107355,-4.266221,-4.45154,-4.623735,-4.787145,-4.956453,-5.135607,-5.326179,-5.492322,-5.641664,-5.809924,-1.480536,-1.581076,-1.722493,-1.901315,-2.036051,-2.204721,-2.362362,-2.526331,-2.687408,-2.864551,-3.028357,-3.247632,-3.425654,-3.601299,-3.77201,-3.972068,-4.142682,-4.361239,-4.507718,-4.629812,-4.801024,-4.982598,-5.174177,-5.335476,-5.484039,-5.6173,-5.775291,-1.003788,-1.00625,-0.998258,-0.993993,-0.990303,-0.985038,-0.981616,-0.975416,-0.972601,-0.9676,-0.967084,-0.960165,-0.957405,-0.953964,-0.947772,-0.94114,-0.935297,-0.931126,-0.925497,-0.924319,-0.919112,-0.917031,-0.911685,-0.911039,-0.900395,-0.897923,-0.888217,-1.018021,-1.020912,-1.014477,-1.008575,-1.005126,-0.997776,-0.995357,-0.990501,-0.990401,-0.984766,-0.981997,-0.983453,-0.978009,-0.974373,-0.970368,-0.961678,-0.952127,-0.944158,-0.941353,-0.938451,-0.935092,-0.93196,-0.925916,-0.923884,-0.919615,-0.914506,-0.909436
259.454786,7.969962,7.972082,7.954296,7.947779,7.941741,7.932801,7.92016,7.903957,7.894374,7.871396,7.886007,7.859932,7.854508,7.852904,7.84932,7.837555,7.823405,7.826207,7.801283,7.804459,7.797159,7.776412,7.780356,7.780469,7.751645,7.74236,7.733566,8.058806,8.057647,8.052106,8.039467,8.028525,8.024991,8.023921,8.007675,8.003041,7.978001,7.974122,7.969237,7.971437,7.973081,7.958481,7.951273,7.929553,7.933054,7.909228,7.905096,7.897336,7.88849,7.878937,7.86862,7.860704,7.854574,7.846924,-1.435593,-1.54332,-1.740827,-1.901477,-2.030216,-2.184405,-2.340575,-2.538825,-2.696962,-2.861862,-3.034804,-3.256875,-3.440657,-3.592638,-3.776197,-3.921466,-4.116187,-4.275925,-4.462362,-4.635406,-4.800339,-4.970634,-5.150863,-5.342551,-5.509239,-5.659984,-5.829108,-1.472761,-1.57383,-1.715638,-1.895868,-2.03165,-2.201066,-2.360103,-2.525163,-2.687733,-2.865963,-3.031207,-3.250723,-3.430761,-3.607224,-3.778993,-3.98027,-4.151437,-4.371391,-4.518535,-4.641788,-4.814363,-4.997014,-5.188987,-5.351959,-5.501142,-5.635358,-5.79419,-1.008976,-1.009973,-1.004559,-0.997065,-0.997539,-0.993378,-0.987332,-0.981345,-0.978899,-0.974102,-0.973411,-0.965563,-0.961444,-0.958013,-0.95356,-0.944476,-0.939051,-0.934672,-0.927975,-0.925984,-0.921705,-0.915749,-0.914397,-0.911612,-0.900125,-0.894277,-0.891964,-1.023813,-1.027978,-1.020967,-1.01371,-1.009437,-1.00457,-1.00104,-0.996721,-0.996537,-0.989717,-0.986636,-0.98654,-0.982247,-0.979957,-0.972522,-0.966521,-0.955877,-0.946424,-0.94265,-0.943019,-0.936152,-0.932584,-0.927476,-0.924914,-0.92155,-0.915216,-0.909737
259.704786,8.046819,8.048354,8.031177,8.024508,8.018165,8.009579,7.996386,7.980705,7.970515,7.947533,7.962349,7.936016,7.930281,7.928727,7.924939,7.912835,7.898965,7.901652,7.876401,7.879534,7.872634,7.851603,7.855113,7.855373,7.82666,7.817406,7.808251,8.136499,8.13516,8.129568,8.11746,8.105361,8.102032,8.100677,8.084996,8.079973,8.055178,8.050448,8.04639,8.047699,8.049676,8.034799,8.027532,8.005531,8.009097,7.985102,7.980703,7.973012,7.964015,7.954936,7.943557,7.936599,7.930211,7.922607,-1.438744,-1.546689,-1.745594,-1.90774,-2.037568,-2.192846,-2.349475,-2.54914,-2.70886,-2.874108,-3.048971,-3.272378,-3.457375,-3.610175,-3.794815,-3.940449,-4.137322,-4.297978,-4.485111,-4.659557,-4.825214,-4.996654,-5.177632,-5.370989,-5.538731,-5.690142,-5.860589,-1.4758,-1.577526,-1.720825,-1.902024,-2.038864,-2.209901,-2.370005,-2.535711,-2.699619,-2.878748,-3.04504,-3.2664,-3.44723,-3.625235,-3.797775,-4.000145,-4.172613,-4.394002,-4.541917,-4.665898,-4.839367,-5.022867,-5.217148,-5.380462,-5.530579,-5.665641,-5.82544,-1.016092,-1.019218,-1.008575,-1.006252,-1.004116,-1.000644,-0.995299,-0.989367,-0.98817,-0.981421,-0.981169,-0.975278,-0.971838,-0.96896,-0.962571,-0.957398,-0.9508,-0.947789,-0.939718,-0.939596,-0.936002,-0.930949,-0.927385,-0.92517,-0.914365,-0.90912,-0.902549,-1.031274,-1.034659,-1.026248,-1.019785,-1.018937,-1.014571,-1.009677,-1.00456,-1.003574,-0.999366,-0.995123,-0.997231,-0.992462,-0.989501,-0.984885,-0.977303,-0.969502,-0.960875,-0.955136,-0.954446,-0.95089,-0.947321,-0.9425,-0.937652,-0.935074,-0.928911,-0.925535
259.954786,8.123596,8.125313,8.108002,8.101224,8.094013,8.08539,8.072641,8.05671,8.046564,8.022954,8.037631,8.011484,8.006077,8.004091,8.000311,7.988244,7.974099,7.97666,7.951649,7.954814,7.947053,7.926277,7.92982,7.9298,7.900687,7.891516,7.88257,8.213371,8.212421,8.206603,8.193819,8.182627,8.179418,8.177617,8.161483,8.156823,8.131302,8.126594,8.122742,8.124512,8.125741,8.111164,8.104182,8.08121,8.084842,8.061018,8.056214,8.048405,8.039504,8.030077,8.019018,8.011264,8.00437,7.997195,-1.449415,-1.558261,-1.758095,-1.922184,-2.05249,-2.208543,-2.3665,-2.567661,-2.727993,-2.894974,-3.070183,-3.294825,-3.481301,-3.634872,-3.820826,-3.967042,-4.164448,-4.326409,-4.515106,-4.690236,-4.85738,-5.029216,-5.211458,-5.406124,-5.574874,-5.727626,-5.898572,-1.487085,-1.589083,-1.733489,-1.915742,-2.053844,-2.225549,-2.387389,-2.554021,-2.718907,-2.899346,-3.066064,-3.28981,-3.471253,-3.64958,-3.823528,-4.027341,-4.200707,-4.422909,-4.571842,-4.696439,-4.871661,-5.055922,-5.250751,-5.415495,-5.566563,-5.702205,-5.863647,-1.03471,-1.03452,-1.02711,-1.020101,-1.018678,-1.014902,-1.008217,-1.004924,-1.001414,-0.994737,-0.994236,-0.989509,-0.985089,-0.981031,-0.975452,-0.966852,-0.962967,-0.957603,-0.951384,-0.949426,-0.945915,-0.939139,-0.936067,-0.934862,-0.92391,-0.921281,-0.913218,-1.045907,-1.048902,-1.04209,-1.03659,-1.032732,-1.028474,-1.023585,-1.022604,-1.019583,-1.013004,-1.009933,-1.012347,-1.006409,-1.002542,-0.997678,-0.990068,-0.978641,-0.970552,-0.965168,-0.963646,-0.960736,-0.956958,-0.950544,-0.949598,-0.945814,-0.939108,-0.932979
260.204786,8.19504,8.196773,8.178812,8.17204,8.165578,8.156213,8.14305,8.127142,8.116929,8.093208,8.108067,8.081393,8.07568,8.074029,8.069938,8.057925,8.043365,8.046079,8.020291,8.023368,8.016212,7.994834,7.997962,7.998244,7.969097,7.959289,7.950207,8.285316,8.283693,8.278022,8.265987,8.254053,8.250411,8.248325,8.232465,8.227787,8.202095,8.197519,8.192814,8.194683,8.1968,8.181357,8.17406,8.151391,8.154884,8.129837,8.125486,8.117966,8.108802,8.09862,8.087944,8.080027,8.073546,8.065358,-1.44678,-1.556884,-1.757745,-1.922729,-2.053854,-2.212057,-2.370745,-2.57339,-2.734738,-2.902765,-3.078924,-3.305679,-3.493074,-3.647292,-3.834496,-3.981792,-4.180865,-4.34332,-4.533082,-4.709754,-4.877023,-5.050989,-5.234125,-5.429231,-5.599285,-5.753011,-5.925386,-1.484417,-1.587276,-1.732977,-1.916928,-2.055913,-2.229011,-2.391474,-2.560102,-2.725563,-2.907451,-3.075812,-3.299893,-3.483317,-3.662792,-3.837637,-4.042295,-4.21655,-4.440683,-4.590838,-4.715846,-4.891644,-5.077477,-5.273677,-5.439099,-5.590969,-5.727989,-5.889611,-1.041724,-1.043291,-1.034802,-1.029331,-1.027573,-1.023988,-1.016364,-1.012085,-1.007905,-1.00302,-1.002943,-0.995434,-0.989914,-0.985646,-0.98102,-0.972153,-0.968015,-0.963413,-0.95361,-0.952852,-0.949859,-0.945242,-0.938933,-0.936728,-0.926648,-0.921725,-0.916756,-1.057715,-1.059452,-1.051266,-1.044079,-1.041248,-1.03966,-1.033174,-1.027004,-1.026654,-1.019441,-1.018312,-1.015601,-1.011579,-1.008774,-1.001667,-0.994237,-0.985033,-0.975485,-0.969646,-0.968316,-0.965581,-0.961719,-0.953969,-0.949669,-0.947007,-0.942276,-0.936156
260.454786,8.259277,8.261228,8.243233,8.236548,8.229716,8.220031,8.207355,8.190787,8.180561,8.156803,8.171948,8.144839,8.139459,8.136908,8.13269,8.120578,8.105904,8.108441,8.082881,8.086014,8.078481,8.056983,8.060512,8.060117,8.030653,8.021459,8.011769,8.350724,8.349399,8.343302,8.33052,8.318594,8.315368,8.313669,8.296978,8.292342,8.266205,8.261604,8.25713,8.259265,8.260292,8.245063,8.237768,8.214654,8.218111,8.193562,8.188776,8.180739,8.171755,8.16132,8.150079,8.142404,8.135481,8.127877,-1.45236,-1.562746,-1.765279,-1.931352,-2.063841,-2.221955,-2.38233,-2.586175,-2.748584,-2.917367,-3.094498,-3.322361,-3.510754,-3.666476,-3.854395,-4.002563,-4.202324,-4.366161,-4.557228,-4.734132,-4.902843,-5.077409,-5.261656,-5.457936,-5.629422,-5.78361,-5.956799,-1.49036,-1.594131,-1.740675,-1.92477,-2.065416,-2.239499,-2.403598,-2.572686,-2.739404,-2.922327,-3.091378,-3.317638,-3.501511,-3.68191,-3.85776,-4.063835,-4.239409,-4.463846,-4.614501,-4.74085,-4.917475,-5.104629,-5.300927,-5.468038,-5.620681,-5.758063,-5.921034,-1.050292,-1.049115,-1.043247,-1.036785,-1.035426,-1.030066,-1.025454,-1.019117,-1.016609,-1.010044,-1.008371,-1.002149,-0.997232,-0.99198,-0.9877,-0.977876,-0.973907,-0.968764,-0.96087,-0.960009,-0.955566,-0.948791,-0.946999,-0.942957,-0.931854,-0.927197,-0.924001,-1.062984,-1.065712,-1.058356,-1.055519,-1.048574,-1.043044,-1.037555,-1.034307,-1.03289,-1.026979,-1.022729,-1.024587,-1.017573,-1.014053,-1.011201,-1.000869,-0.990271,-0.982937,-0.977672,-0.975701,-0.971242,-0.96719,-0.960883,-0.958036,-0.954124,-0.946876,-0.941753
260.704786,8.333333,8.334354,8.316367,8.309221,8.302298,8.293157,8.279579,8.263634,8.252643,8.229054,8.243744,8.216728,8.210705,8.208976,8.204459,8.192057,8.177517,8.17995,8.153952,8.15716,8.148993,8.127734,8.131037,8.131091,8.101318,8.091911,8.082386,8.423983,8.422962,8.416832,8.404354,8.39162,8.387895,8.386558,8.370053,8.365497,8.339204,8.334622,8.329227,8.331075,8.332341,8.317478,8.309725,8.286381,8.289967,8.264357,8.260644,8.252068,8.242998,8.232839,8.222079,8.213981,8.207274,8.198948,-1.455617,-1.566838,-1.770766,-1.937155,-2.070601,-2.230263,-2.391744,-2.59652,-2.760063,-2.930114,-3.108194,-3.337406,-3.526962,-3.683491,-3.872589,-4.021629,-4.223015,-4.387531,-4.579344,-4.757982,-4.927587,-5.103065,-5.287941,-5.48632,-5.657722,-5.813043,-5.987568,-1.49402,-1.59791,-1.74504,-1.930667,-2.072148,-2.248135,-2.4127,-2.582876,-2.751675,-2.935035,-3.105192,-3.332173,-3.517397,-3.699366,-3.875918,-4.083238,-4.259113,-4.48615,-4.637562,-4.764314,-4.941942,-5.130046,-5.32823,-5.495679,-5.64936,-5.787738,-5.951648,-1.048351,-1.048267,-1.04238,-1.035517,-1.033893,-1.029263,-1.024293,-1.019145,-1.014534,-1.008999,-1.008168,-1.000714,-0.996387,-0.992678,-0.988056,-0.98004,-0.974137,-0.9695,-0.960065,-0.95844,-0.953429,-0.948617,-0.942858,-0.941594,-0.932401,-0.925611,-0.920978,-1.064629,-1.064749,-1.058045,-1.049873,-1.046269,-1.042578,-1.038082,-1.03361,-1.032704,-1.025461,-1.025269,-1.023416,-1.018534,-1.014549,-1.009747,-1.000228,-0.990485,-0.981891,-0.974109,-0.973551,-0.969273,-0.964433,-0.959326,-0.956626,-0.950229,-0.948288,-0.939393
260.954786,8.40606,8.407479,8.389532,8.382496,8.375852,8.366192,8.35246,8.335946,8.32576,8.301719,8.316716,8.289404,8.283195,8.281411,8.276571,8.264458,8.249335,8.251951,8.226025,8.228796,8.220871,8.199669,8.202486,8.202558,8.172639,8.162883,8.153472,8.498597,8.496869,8.490745,8.478088,8.46566,8.462363,8.460176,8.443976,8.438806,8.412472,8.407738,8.402835,8.404379,8.405701,8.390149,8.382579,8.359471,8.362687,8.337868,8.332723,8.324465,8.315202,8.304789,8.293491,8.285659,8.278946,8.270945,-1.453144,-1.565187,-1.770774,-1.938146,-2.07277,-2.232979,-2.395236,-2.601916,-2.766145,-2.936695,-3.117056,-3.347112,-3.537452,-3.695012,-3.884852,-4.035055,-4.237446,-4.402513,-4.595722,-4.775087,-4.945615,-5.121484,-5.308272,-5.507203,-5.679973,-5.835998,-6.011002,-1.491721,-1.596362,-1.745026,-1.932028,-2.074503,-2.251391,-2.417286,-2.588269,-2.757463,-2.942188,-3.113316,-3.34207,-3.528108,-3.710785,-3.888487,-4.096515,-4.274497,-4.501762,-4.653976,-4.781238,-4.96024,-5.149145,-5.348058,-5.517102,-5.671384,-5.810214,-5.975073,-1.063689,-1.064407,-1.056998,-1.0497,-1.047933,-1.043671,-1.039216,-1.031841,-1.029334,-1.023588,-1.023214,-1.014374,-1.010502,-1.007362,-0.999328,-0.99132,-0.986921,-0.981009,-0.973208,-0.971936,-0.966908,-0.96122,-0.956864,-0.955806,-0.942225,-0.934266,-0.932626,-1.079692,-1.080079,-1.073026,-1.0645,-1.062743,-1.056687,-1.053906,-1.049704,-1.045469,-1.039743,-1.036013,-1.036451,-1.03086,-1.028115,-1.02066,-1.01338,-1.003402,-0.994044,-0.989393,-0.986622,-0.981767,-0.978696,-0.97084,-0.968361,-0.963521,-0.956902,-0.952513
261.204786,8.467994,8.469878,8.451203,8.444301,8.436856,8.427617,8.413941,8.397443,8.387333,8.363147,8.378446,8.350994,8.345589,8.343435,8.339493,8.327129,8.312505,8.315072,8.289009,8.292296,8.28487,8.263092,8.266735,8.266855,8.236927,8.226967,8.217287,8.56044,8.558993,8.552922,8.540186,8.527831,8.523547,8.522053,8.505548,8.501101,8.474633,8.469704,8.464994,8.467438,8.468815,8.453494,8.446089,8.423002,8.426708,8.401419,8.397202,8.388861,8.379781,8.370052,8.358335,8.350268,8.343442,8.335549,-1.459096,-1.571988,-1.778617,-1.947302,-2.082772,-2.245029,-2.407966,-2.615944,-2.780917,-2.95342,-3.133905,-3.365662,-3.556984,-3.715784,-3.907119,-4.057938,-4.261649,-4.428211,-4.622305,-4.803396,-4.974323,-5.151835,-5.339321,-5.539484,-5.713584,-5.870109,-6.046517,-1.498381,-1.603735,-1.752939,-1.941953,-2.084875,-2.26286,-2.429598,-2.602642,-2.772564,-2.958615,-3.130847,-3.36028,-3.547463,-3.731953,-3.911061,-4.120684,-4.298744,-4.527797,-4.681323,-4.809475,-4.989516,-5.179497,-5.379804,-5.549737,-5.704943,-5.844878,-6.010209,-1.051918,-1.052707,-1.045327,-1.038538,-1.037332,-1.032978,-1.027095,-1.023948,-1.019761,-1.014497,-1.015377,-1.00938,-1.004534,-1.000763,-0.997544,-0.989588,-0.986034,-0.983871,-0.974821,-0.974872,-0.970583,-0.965574,-0.963191,-0.964466,-0.952294,-0.947473,-0.941809,-1.066954,-1.06864,-1.061675,-1.053624,-1.05172,-1.050827,-1.043704,-1.038765,-1.038231,-1.032898,-1.031483,-1.031,-1.025821,-1.023249,-1.02019,-1.013238,-1.002786,-0.997047,-0.992445,-0.992034,-0.987515,-0.98301,-0.978469,-0.977609,-0.974069,-0.967978,-0.961853
