t[s],u01.dX [mm],u02.dX [mm],u03.dX [mm],u04.dX [mm],u05.dX [mm],u06.dX [mm],u07.dX [mm],u08.dX [mm],u09.dX [mm],u10.dX [mm],u11.dX [mm],u12.dX [mm],u13.dX [mm],u14.dX [mm],u15.dX [mm],u16.dX [mm],u17.dX [mm],u18.dX [mm],u19.dX [mm],u20.dX [mm],u21.dX [mm],u22.dX [mm],u23.dX [mm],u24.dX [mm],u25.dX [mm],u26.dX [mm],u27.dX [mm],u28.dX [mm],u29.dX [mm],u30.dX [mm],u31.dX [mm],u32.dX [mm],u33.dX [mm],u34.dX [mm],u35.dX [mm],u36.dX [mm],u37.dX [mm],u38.dX [mm],u39.dX [mm],u40.dX [mm],u41.dX [mm],u42.dX [mm],u43.dX [mm],u44.dX [mm],u45.dX [mm],u46.dX [mm],u47.dX [mm],u48.dX [mm],u49.dX [mm],u50.dX [mm],u51.dX [mm],u52.dX [mm],u53.dX [mm],u54.dX [mm],u55.dX [mm],u56.dX [mm],u01.dY [mm],u02.dY [mm],u03.dY [mm],u04.dY [mm],u05.dY [mm],u06.dY [mm],u07.dY [mm],u08.dY [mm],u09.dY [mm],u10.dY [mm],u11.dY [mm],u12.dY [mm],u13.dY [mm],u14.dY [mm],u15.dY [mm],u16.dY [mm],u17.dY [mm],u18.dY [mm],u19.dY [mm],u20.dY [mm],u21.dY [mm],u22.dY [mm],u23.dY [mm],u24.dY [mm],u25.dY [mm],u26.dY [mm],u27.dY [mm],u28.dY [mm],u29.dY [mm],u30.dY [mm],u31.dY [mm],u32.dY [mm],u33.dY [mm],u34.dY [mm],u35.dY [mm],u36.dY [mm],u37.dY [mm],u38.dY [mm],u39.dY [mm],u40.dY [mm],u41.dY [mm],u42.dY [mm],u43.dY [mm],u44.dY [mm],u45.dY [mm],u46.dY [mm],u47.dY [mm],u48.dY [mm],u49.dY [mm],u50.dY [mm],u51.dY [mm],u52.dY [mm],u53.dY [mm],u54.dY [mm],u55.dY [mm],u56.dY [mm],u01.dZ [mm],u02.dZ [mm],u03.dZ [mm],u04.dZ [mm],u05.dZ [mm],u06.dZ [mm],u07.dZ [mm],u08.dZ [mm],u09.dZ [mm],u10.dZ [mm],u11.dZ [mm],u12.dZ [mm],u13.dZ [mm],u14.dZ [mm],u15.dZ [mm],u16.dZ [mm],u17.dZ [mm],u18.dZ [mm],u19.dZ [mm],u20.dZ [mm],u21.dZ [mm],u22.dZ [mm],u23.dZ [mm],u24.dZ [mm],u25.dZ [mm],u26.dZ [mm],u27.dZ [mm],u28.dZ [mm],u29.dZ [mm],u30.dZ [mm],u31.dZ [mm],u32.dZ [mm],u33.dZ [mm],u34.dZ [mm],u35.dZ [mm],u36.dZ [mm],u37.dZ [mm],u38.dZ [mm],u39.dZ [mm],u40.dZ [mm],u41.dZ [mm],u42.dZ [mm],u43.dZ [mm],u44.dZ [mm],u45.dZ [mm],u46.dZ [mm],u47.dZ [mm],u48.dZ [mm],u49.dZ [mm],u50.dZ [mm],u51.dZ [mm],u52.dZ [mm],u53.dZ [mm],u54.dZ [mm],u55.dZ [mm],u56.dZ [mm]
230.704786,1.083597,1.08396,1.084858,1.085244,1.083132,1.082916,1.085806,1.083938,1.084209,1.08405,1.083327,1.081529,1.080513,1.082711,1.085112,1.085489,1.088126,1.090579,1.090874,1.09369,1.090344,1.094342,1.095213,1.093262,1.096989,1.093206,1.095003,1.09048,1.102642,1.10474,1.103866,1.101935,1.101965,1.100761,1.099996,1.099228,1.099511,1.098796,1.098029,1.098051,1.098275,1.098286,1.099241,1.10163,1.104297,1.107243,1.111022,1.109478,1.1156,1.116667,1.117027,1.119229,1.12027,1.120753,1.122739,1.124098,-1.185879,-1.185773,-1.178236,-1.175468,-1.173595,-1.167818,-1.164795,-1.155993,-1.146053,-1.13062,-1.116578,-1.102053,-1.084842,-1.062945,-1.033848,-1.010624,-0.97497,-0.94404,-0.910585,-0.868051,-0.836216,-0.799976,-0.765357,-0.721649,-0.682477,-0.651501,-0.612845,-0.58679,-1.189813,-1.189995,-1.184938,-1.183017,-1.180929,-1.177892,-1.171989,-1.164713,-1.153844,-1.141182,-1.130941,-1.118896,-1.102858,-1.080307,-1.050558,-1.021086,-0.990293,-0.951142,-0.910235,-0.869849,-0.832804,-0.797789,-0.765177,-0.72465,-0.688581,-0.6579,-0.631662,-0.606459,-0.142577,-0.143867,-0.143789,-0.143881,-0.143715,-0.142815,-0.142322,-0.14212,-0.140278,-0.140355,-0.142857,-0.140353,-0.139618,-0.138759,-0.135149,-0.130168,-0.12786,-0.121417,-0.119961,-0.117691,-0.113875,-0.109747,-0.10609,-0.103415,-0.100207,-0.096692,-0.094456,-0.093114,-0.142948,-0.141055,-0.140811,-0.143617,-0.144795,-0.145218,-0.142464,-0.141977,-0.144164,-0.144037,-0.146111,-0.146463,-0.14357,-0.145262,-0.140588,-0.139431,-0.137283,-0.131477,-0.124428,-0.120313,-0.117138,-0.113054,-0.111896,-0.106715,-0.10033,-0.097153,-0.097291,-0.097271
230.954786,1.120309,1.120398,1.121398,1.121656,1.119072,1.119386,1.122491,1.120524,1.121224,1.120835,1.119585,1.118403,1.117294,1.11987,1.121712,1.122401,1.125587,1.127891,1.128422,1.131074,1.127329,1.131543,1.132928,1.130827,1.13464,1.131326,1.13279,1.128729,1.139018,1.141502,1.140766,1.139278,1.138735,1.137948,1.136926,1.136043,1.136691,1.13583,1.13493,1.134692,1.135251,1.135318,1.13645,1.138699,1.1417,1.144612,1.148274,1.146875,1.153219,1.154664,1.15514,1.157386,1.158501,1.159065,1.161082,1.162237,-1.197422,-1.196265,-1.188657,-1.18557,-1.182788,-1.175998,-1.17259,-1.163588,-1.153233,-1.136845,-1.122166,-1.107606,-1.090291,-1.067116,-1.03777,-1.013569,-0.977019,-0.945437,-0.911601,-0.868161,-0.835899,-0.798987,-0.76374,-0.719619,-0.679873,-0.647944,-0.608365,-0.582573,-1.200481,-1.199902,-1.195204,-1.19259,-1.190537,-1.186852,-1.180086,-1.172368,-1.161118,-1.14783,-1.137298,-1.124743,-1.108271,-1.08491,-1.054647,-1.024077,-0.992584,-0.952631,-0.910983,-0.869893,-0.832571,-0.796781,-0.76365,-0.722433,-0.686149,-0.654583,-0.628221,-0.602726,-0.162313,-0.163383,-0.161569,-0.162747,-0.164137,-0.161898,-0.161777,-0.160475,-0.160402,-0.160445,-0.162571,-0.159693,-0.156886,-0.15672,-0.152111,-0.147145,-0.144778,-0.13833,-0.135338,-0.131851,-0.127623,-0.123305,-0.119452,-0.115284,-0.111221,-0.108635,-0.105094,-0.103018,-0.161531,-0.15995,-0.158664,-0.162745,-0.164593,-0.162727,-0.162537,-0.161896,-0.162743,-0.163936,-0.164482,-0.163919,-0.162099,-0.163019,-0.158609,-0.156579,-0.152121,-0.147303,-0.140292,-0.135659,-0.131281,-0.127875,-0.124623,-0.118381,-0.11263,-0.109777,-0.108677,-0.10712
231.204786,1.162507,1.162422,1.163549,1.16387,1.161316,1.161604,1.164914,1.162932,1.163369,1.162888,1.161709,1.160424,1.159401,1.161802,1.163659,1.164172,1.16725,1.169708,1.170036,1.172934,1.169308,1.173301,1.174477,1.171969,1.175828,1.172518,1.174189,1.169647,1.181839,1.184202,1.183877,1.181876,1.181437,1.180423,1.17965,1.178621,1.179415,1.178581,1.17749,1.177448,1.177613,1.177682,1.17891,1.181094,1.183887,1.18682,1.190401,1.189092,1.195357,1.19688,1.197083,1.199185,1.200581,1.200666,1.202609,1.204271,-1.201866,-1.200472,-1.191646,-1.18821,-1.184826,-1.177633,-1.173583,-1.16399,-1.152906,-1.136275,-1.121283,-1.105845,-1.087945,-1.064409,-1.033838,-1.009017,-0.971781,-0.939182,-0.904968,-0.860604,-0.828091,-0.790428,-0.754651,-0.709859,-0.66969,-0.637168,-0.597149,-0.57064,-1.204952,-1.20349,-1.198322,-1.195166,-1.192704,-1.188907,-1.181055,-1.172796,-1.161114,-1.147538,-1.136341,-1.123066,-1.106169,-1.082006,-1.050681,-1.019354,-0.987392,-0.946483,-0.904138,-0.862675,-0.824762,-0.788229,-0.754561,-0.712648,-0.676017,-0.643919,-0.616892,-0.590938,-0.163828,-0.164365,-0.163472,-0.164123,-0.164808,-0.163063,-0.161759,-0.160432,-0.160615,-0.160705,-0.163216,-0.159816,-0.158248,-0.157246,-0.152862,-0.148459,-0.144106,-0.139286,-0.134734,-0.133147,-0.128488,-0.124462,-0.120568,-0.116894,-0.113353,-0.109938,-0.108618,-0.106747,-0.161402,-0.162614,-0.162187,-0.164565,-0.164646,-0.163035,-0.16226,-0.162616,-0.162523,-0.164286,-0.165174,-0.165374,-0.162403,-0.163231,-0.158448,-0.15746,-0.153228,-0.148083,-0.141201,-0.136746,-0.132368,-0.128893,-0.12589,-0.119356,-0.114986,-0.111267,-0.111805,-0.108909
231.454786,1.200587,1.200605,1.201625,1.201357,1.199157,1.199503,1.202626,1.200285,1.200633,1.200273,1.198986,1.197461,1.196313,1.199038,1.200526,1.200612,1.203766,1.206412,1.206698,1.208646,1.204742,1.209723,1.210438,1.208206,1.211615,1.208283,1.210232,1.20478,1.220314,1.222576,1.221941,1.219583,1.219349,1.218434,1.217191,1.216819,1.216845,1.216117,1.215058,1.214638,1.215087,1.215139,1.216208,1.218257,1.221109,1.224207,1.227329,1.226208,1.23221,1.233547,1.233373,1.235502,1.236764,1.23721,1.239139,1.240688,-1.208122,-1.205415,-1.196183,-1.192063,-1.188251,-1.180143,-1.17538,-1.164968,-1.154325,-1.136217,-1.12075,-1.104703,-1.086147,-1.061939,-1.030197,-1.004807,-0.966979,-0.933585,-0.898529,-0.85345,-0.819875,-0.782195,-0.745722,-0.699817,-0.658842,-0.626348,-0.585571,-0.558202,-1.21066,-1.20855,-1.202277,-1.198591,-1.196226,-1.191156,-1.183027,-1.174171,-1.162069,-1.147668,-1.136202,-1.122308,-1.104617,-1.079883,-1.047536,-1.015174,-0.982662,-0.940826,-0.897375,-0.855405,-0.81718,-0.780018,-0.745523,-0.703115,-0.665549,-0.633018,-0.605884,-0.579507,-0.15811,-0.157048,-0.157784,-0.157704,-0.158983,-0.159012,-0.157729,-0.156092,-0.156885,-0.156945,-0.157857,-0.154809,-0.15397,-0.153859,-0.149147,-0.142397,-0.139389,-0.135155,-0.131274,-0.128068,-0.123338,-0.120716,-0.116795,-0.111092,-0.107491,-0.105096,-0.103962,-0.101478,-0.156306,-0.157897,-0.157191,-0.159055,-0.159244,-0.15856,-0.159214,-0.159128,-0.159107,-0.160048,-0.161291,-0.160277,-0.156973,-0.159062,-0.154323,-0.152696,-0.148925,-0.143481,-0.136053,-0.131698,-0.128314,-0.123774,-0.120555,-0.113852,-0.109323,-0.106779,-0.106501,-0.102574
231.704786,1.245502,1.246049,1.247006,1.2471,1.244877,1.245215,1.2489,1.246817,1.247149,1.24676,1.245743,1.24397,1.243113,1.245559,1.246898,1.246955,1.250501,1.253572,1.253585,1.255901,1.252146,1.25679,1.258065,1.255492,1.259229,1.255713,1.257635,1.252233,1.265445,1.268352,1.267902,1.265516,1.265632,1.264556,1.264198,1.263615,1.263527,1.262282,1.261871,1.261547,1.262374,1.261975,1.263302,1.265265,1.268129,1.271277,1.274902,1.273835,1.279826,1.281267,1.281322,1.28382,1.28497,1.285202,1.287387,1.288756,-1.225009,-1.221657,-1.211153,-1.206596,-1.202333,-1.19389,-1.188866,-1.177441,-1.165622,-1.148372,-1.131983,-1.115399,-1.095822,-1.071068,-1.038455,-1.012209,-0.973806,-0.94004,-0.903899,-0.858444,-0.824319,-0.785846,-0.748741,-0.702373,-0.660694,-0.627628,-0.585323,-0.558476,-1.2274,-1.22481,-1.217512,-1.213006,-1.209823,-1.20461,-1.196114,-1.18699,-1.173394,-1.160139,-1.147488,-1.132784,-1.114588,-1.08874,-1.055909,-1.022827,-0.989362,-0.946884,-0.902946,-0.860004,-0.821145,-0.783358,-0.748667,-0.705458,-0.667529,-0.634368,-0.606367,-0.579679,-0.155242,-0.155552,-0.158164,-0.160343,-0.162484,-0.164468,-0.163223,-0.162618,-0.164093,-0.163825,-0.165711,-0.164001,-0.16281,-0.163351,-0.157761,-0.154243,-0.150383,-0.146268,-0.142448,-0.140478,-0.135436,-0.133168,-0.130509,-0.124186,-0.121145,-0.118296,-0.117805,-0.116173,-0.154626,-0.153202,-0.158846,-0.161275,-0.162975,-0.163265,-0.165096,-0.166484,-0.165703,-0.168309,-0.169119,-0.170186,-0.16779,-0.168821,-0.164252,-0.163408,-0.160232,-0.155219,-0.147223,-0.143275,-0.141072,-0.136739,-0.132745,-0.127107,-0.123643,-0.120039,-0.121811,-0.115893
231.954786,1.294745,1.295399,1.296396,1.29583,1.293311,1.293508,1.296862,1.29446,1.294926,1.294301,1.292933,1.291301,1.290039,1.292524,1.294053,1.294103,1.29734,1.300259,1.300378,1.302531,1.298742,1.303197,1.304219,1.301582,1.305405,1.301405,1.302987,1.298011,1.315726,1.318248,1.31716,1.314963,1.31487,1.313622,1.31229,1.311541,1.312045,1.310711,1.309911,1.309466,1.309742,1.309583,1.310603,1.312776,1.315522,1.318756,1.321813,1.320703,1.326983,1.328307,1.328321,1.330413,1.331358,1.332037,1.334102,1.33553,-1.219177,-1.215496,-1.204489,-1.199216,-1.194332,-1.185373,-1.179355,-1.167695,-1.155819,-1.136971,-1.120503,-1.103303,-1.083114,-1.057483,-1.024298,-0.997247,-0.958058,-0.923196,-0.886321,-0.840125,-0.805605,-0.766792,-0.729045,-0.681656,-0.639195,-0.60592,-0.563151,-0.535973,-1.221634,-1.218101,-1.210152,-1.205502,-1.202266,-1.19612,-1.186975,-1.177041,-1.163666,-1.148614,-1.135709,-1.12105,-1.101944,-1.075439,-1.041857,-1.00789,-0.973836,-0.930008,-0.885048,-0.842021,-0.802677,-0.764149,-0.728602,-0.685149,-0.646406,-0.612404,-0.584345,-0.556381,-0.172617,-0.171563,-0.172832,-0.174042,-0.173798,-0.17358,-0.172616,-0.17097,-0.171669,-0.171222,-0.172986,-0.170466,-0.168666,-0.168959,-0.163497,-0.158861,-0.154111,-0.151418,-0.148089,-0.143745,-0.13998,-0.136687,-0.135122,-0.129542,-0.126554,-0.12289,-0.120563,-0.119122,-0.170583,-0.170189,-0.172218,-0.174597,-0.172444,-0.173169,-0.174012,-0.173465,-0.173801,-0.174644,-0.175872,-0.176218,-0.172557,-0.173718,-0.170094,-0.16786,-0.164527,-0.159996,-0.152806,-0.147623,-0.144745,-0.140836,-0.137654,-0.13266,-0.126228,-0.125306,-0.124808,-0.12226
232.204786,1.333846,1.334533,1.335149,1.334971,1.332661,1.332761,1.336045,1.333575,1.334183,1.333339,1.331738,1.329945,1.328825,1.331155,1.332702,1.332802,1.3357,1.338851,1.338966,1.341142,1.337449,1.341644,1.342793,1.340353,1.343755,1.340038,1.341927,1.336574,1.355164,1.357651,1.356398,1.354378,1.353865,1.353336,1.351954,1.351295,1.351394,1.350172,1.349414,1.349038,1.349394,1.349012,1.349525,1.351892,1.354584,1.357823,1.360928,1.35993,1.366353,1.367561,1.367505,1.369456,1.370589,1.370855,1.372884,1.374368,-1.221569,-1.216976,-1.205141,-1.199516,-1.19363,-1.184267,-1.177645,-1.165125,-1.152617,-1.132939,-1.116036,-1.09798,-1.077367,-1.051075,-1.016929,-0.988699,-0.949296,-0.913606,-0.875826,-0.828662,-0.793352,-0.754117,-0.715655,-0.668208,-0.624821,-0.59,-0.546814,-0.518643,-1.223996,-1.219811,-1.210709,-1.205743,-1.201846,-1.195082,-1.185243,-1.174638,-1.160677,-1.144619,-1.131771,-1.116618,-1.096223,-1.068828,-1.034611,-0.999571,-0.964605,-0.920211,-0.874374,-0.830327,-0.790055,-0.751449,-0.715657,-0.671076,-0.631637,-0.597414,-0.568335,-0.540383,-0.181013,-0.178503,-0.180504,-0.179617,-0.180283,-0.179752,-0.179417,-0.178234,-0.178982,-0.1772,-0.180663,-0.17749,-0.175686,-0.176387,-0.170713,-0.164078,-0.161207,-0.157714,-0.155304,-0.15138,-0.146645,-0.142505,-0.140582,-0.135748,-0.131896,-0.129435,-0.128232,-0.1259,-0.177946,-0.178453,-0.179024,-0.181468,-0.181817,-0.179757,-0.181499,-0.181759,-0.181417,-0.182122,-0.183915,-0.18366,-0.179806,-0.181711,-0.176992,-0.175057,-0.173037,-0.167027,-0.159103,-0.155512,-0.151649,-0.147986,-0.144523,-0.138523,-0.134427,-0.129566,-0.131178,-0.126803
232.454786,1.383154,1.383392,1.384458,1.384378,1.381383,1.381551,1.38468,1.382518,1.383073,1.382345,1.380728,1.378564,1.37768,1.380258,1.381198,1.381384,1.384241,1.387384,1.387347,1.389882,1.386034,1.390384,1.391249,1.38878,1.392253,1.388336,1.390074,1.38518,1.40486,1.407031,1.406274,1.404057,1.403881,1.402312,1.401277,1.40052,1.400513,1.399036,1.398596,1.397682,1.398799,1.397884,1.39891,1.401094,1.403899,1.40683,1.410327,1.409044,1.415597,1.416804,1.41657,1.418907,1.419584,1.42023,1.422271,1.423354,-1.250189,-1.245019,-1.233207,-1.226029,-1.218986,-1.209038,-1.202408,-1.189318,-1.175918,-1.156403,-1.138515,-1.119372,-1.098251,-1.070855,-1.035739,-1.007076,-0.966174,-0.93024,-0.891469,-0.843586,-0.807412,-0.767821,-0.728828,-0.680092,-0.635926,-0.600941,-0.55592,-0.528127,-1.25191,-1.247419,-1.238544,-1.232884,-1.226898,-1.219127,-1.20925,-1.198698,-1.183483,-1.168481,-1.154239,-1.137647,-1.117229,-1.088998,-1.053075,-1.017593,-0.982138,-0.936662,-0.89036,-0.845356,-0.804604,-0.76495,-0.728395,-0.683156,-0.643113,-0.607942,-0.578436,-0.550036,-0.179979,-0.177407,-0.178668,-0.178734,-0.18086,-0.179862,-0.180215,-0.17932,-0.178047,-0.179105,-0.180305,-0.178589,-0.177786,-0.177534,-0.171564,-0.167027,-0.164591,-0.160099,-0.1575,-0.153935,-0.149853,-0.145363,-0.144108,-0.138586,-0.135901,-0.133554,-0.132856,-0.131674,-0.176048,-0.177702,-0.178467,-0.179036,-0.181127,-0.181994,-0.18148,-0.183652,-0.182307,-0.183577,-0.18495,-0.186666,-0.182143,-0.183697,-0.179305,-0.17832,-0.173556,-0.169672,-0.161147,-0.157807,-0.15503,-0.15025,-0.146758,-0.142519,-0.136736,-0.134491,-0.135797,-0.132416
232.704786,1.461563,1.461858,1.46232,1.462186,1.459835,1.459175,1.462392,1.459946,1.460655,1.459456,1.457623,1.455445,1.454374,1.456479,1.45779,1.458164,1.460907,1.463878,1.463979,1.466383,1.462725,1.466922,1.467692,1.465301,1.468174,1.46471,1.466417,1.461517,1.483631,1.485276,1.48483,1.482638,1.481966,1.480431,1.479401,1.479596,1.478653,1.477401,1.476422,1.47582,1.475932,1.475316,1.475243,1.478061,1.481104,1.48393,1.487599,1.485822,1.492783,1.493796,1.493536,1.495824,1.496754,1.49729,1.499199,1.500372,-1.246636,-1.239388,-1.226495,-1.218269,-1.211081,-1.200219,-1.192142,-1.177736,-1.163724,-1.14313,-1.124391,-1.104183,-1.081643,-1.053174,-1.017021,-0.987205,-0.945332,-0.90757,-0.867646,-0.81857,-0.782003,-0.740945,-0.700879,-0.651194,-0.605673,-0.56966,-0.523732,-0.495543,-1.2477,-1.242466,-1.232172,-1.225458,-1.21859,-1.210225,-1.199015,-1.187268,-1.171422,-1.154714,-1.140095,-1.122685,-1.10123,-1.071305,-1.034623,-0.997432,-0.960218,-0.914355,-0.86626,-0.819888,-0.778016,-0.737952,-0.700362,-0.654388,-0.613049,-0.577149,-0.547168,-0.518338,-0.188389,-0.184117,-0.186356,-0.187977,-0.186797,-0.188583,-0.186435,-0.186175,-0.185013,-0.18472,-0.186362,-0.183861,-0.182889,-0.183733,-0.178746,-0.171581,-0.168852,-0.164846,-0.162528,-0.158388,-0.154785,-0.1522,-0.147879,-0.145828,-0.140782,-0.139036,-0.137381,-0.134816,-0.184498,-0.187061,-0.187228,-0.186325,-0.186969,-0.189013,-0.188099,-0.188956,-0.187671,-0.189956,-0.191385,-0.191586,-0.186966,-0.188496,-0.183094,-0.182708,-0.180447,-0.174038,-0.166514,-0.162867,-0.160022,-0.156495,-0.153367,-0.147693,-0.143406,-0.140482,-0.14159,-0.140698
232.954786,1.51575,1.515772,1.516714,1.516491,1.514222,1.513872,1.516923,1.514505,1.514932,1.51364,1.511675,1.510067,1.508502,1.510819,1.511862,1.511783,1.514922,1.517928,1.517813,1.520441,1.516221,1.520831,1.521664,1.518744,1.522141,1.518466,1.519678,1.515069,1.538322,1.540344,1.539975,1.537538,1.537032,1.535671,1.534476,1.533815,1.533897,1.532111,1.531342,1.530731,1.53079,1.529934,1.530427,1.532689,1.535372,1.538471,1.542057,1.540518,1.547619,1.54849,1.548206,1.55069,1.551118,1.551553,1.553285,1.55475,-1.246102,-1.237519,-1.224006,-1.214755,-1.206739,-1.19513,-1.186128,-1.171031,-1.156191,-1.134284,-1.11513,-1.094254,-1.071198,-1.04175,-1.004123,-0.972909,-0.930026,-0.891738,-0.850728,-0.800475,-0.763139,-0.721477,-0.680555,-0.629867,-0.583596,-0.546004,-0.500055,-0.470457,-1.24708,-1.240755,-1.229958,-1.22197,-1.214686,-1.205373,-1.193428,-1.181044,-1.164399,-1.146451,-1.131014,-1.113193,-1.089847,-1.059314,-1.020896,-0.98369,-0.945612,-0.897926,-0.849422,-0.802326,-0.759847,-0.718289,-0.679943,-0.632871,-0.590853,-0.554301,-0.523612,-0.493524,-0.197699,-0.195207,-0.198645,-0.197603,-0.198682,-0.200014,-0.198507,-0.198441,-0.196958,-0.197612,-0.200029,-0.198043,-0.195476,-0.197782,-0.191073,-0.184822,-0.183806,-0.178224,-0.175063,-0.172889,-0.168833,-0.164295,-0.163702,-0.158357,-0.155102,-0.15285,-0.150897,-0.149384,-0.19461,-0.198973,-0.197328,-0.198389,-0.200884,-0.200616,-0.200356,-0.200983,-0.200916,-0.202693,-0.204259,-0.20485,-0.200988,-0.202002,-0.198129,-0.19734,-0.193425,-0.18735,-0.178979,-0.17711,-0.171977,-0.169214,-0.167317,-0.161891,-0.156764,-0.153882,-0.154172,-0.152902
233.204786,1.560717,1.561515,1.561936,1.56175,1.559557,1.559198,1.562379,1.559712,1.560084,1.559148,1.557032,1.554864,1.553616,1.555647,1.556715,1.556634,1.559631,1.562528,1.562669,1.564914,1.560741,1.565165,1.566028,1.563305,1.56623,1.562377,1.563777,1.559062,1.58405,1.586614,1.585605,1.583075,1.583257,1.581761,1.580454,1.579661,1.579541,1.57754,1.576666,1.575796,1.57632,1.575112,1.575771,1.577846,1.580684,1.583836,1.587345,1.585336,1.592563,1.593374,1.593139,1.595334,1.596081,1.596489,1.598216,1.599737,-1.279622,-1.270921,-1.256284,-1.246672,-1.237991,-1.225634,-1.215732,-1.200363,-1.184923,-1.162242,-1.142833,-1.120787,-1.096742,-1.06669,-1.028039,-0.996541,-0.952937,-0.91314,-0.871445,-0.820639,-0.782675,-0.740117,-0.698816,-0.647364,-0.600281,-0.563079,-0.515285,-0.485686,-1.280528,-1.273886,-1.261614,-1.253356,-1.24578,-1.236453,-1.223549,-1.210067,-1.192898,-1.174421,-1.158528,-1.140181,-1.11622,-1.084385,-1.04551,-1.006584,-0.96816,-0.919792,-0.869985,-0.822271,-0.778786,-0.737023,-0.698568,-0.650607,-0.607902,-0.570613,-0.539446,-0.508803,-0.201664,-0.200703,-0.202567,-0.204043,-0.20326,-0.204694,-0.203789,-0.202563,-0.203243,-0.20267,-0.203832,-0.201576,-0.199153,-0.200763,-0.193782,-0.187366,-0.184814,-0.180824,-0.177838,-0.17498,-0.169322,-0.167561,-0.16297,-0.158998,-0.155224,-0.152411,-0.151548,-0.147822,-0.200045,-0.202556,-0.202574,-0.205747,-0.20606,-0.204138,-0.205093,-0.206413,-0.207517,-0.206974,-0.208404,-0.20989,-0.205001,-0.20565,-0.200937,-0.19947,-0.195139,-0.190141,-0.181813,-0.178291,-0.174506,-0.171438,-0.168331,-0.161855,-0.157537,-0.154328,-0.15478,-0.153267
233.454786,1.609501,1.61046,1.61109,1.610824,1.608355,1.608341,1.61145,1.608971,1.609539,1.608007,1.606318,1.603838,1.602646,1.604573,1.605751,1.606021,1.609225,1.611994,1.611911,1.614436,1.610349,1.614866,1.616052,1.612799,1.615959,1.612353,1.61312,1.608657,1.63314,1.635559,1.634915,1.6325,1.632613,1.631051,1.6299,1.629126,1.629002,1.627334,1.626613,1.62535,1.626054,1.624944,1.625297,1.627495,1.630612,1.633618,1.637317,1.63548,1.643034,1.643849,1.643546,1.645861,1.646465,1.646745,1.648776,1.649834,-1.26904,-1.260051,-1.244356,-1.234579,-1.22489,-1.211759,-1.201636,-1.185549,-1.169,-1.146105,-1.125847,-1.103512,-1.079193,-1.048317,-1.008881,-0.976349,-0.931715,-0.891941,-0.849392,-0.797506,-0.759088,-0.71652,-0.674396,-0.622245,-0.574762,-0.536207,-0.488374,-0.457873,-1.269731,-1.262155,-1.249564,-1.241228,-1.233042,-1.222305,-1.208607,-1.195497,-1.176855,-1.158675,-1.141786,-1.122537,-1.098496,-1.066098,-1.026122,-0.986736,-0.947251,-0.898402,-0.847958,-0.799396,-0.755429,-0.713148,-0.673853,-0.625416,-0.582287,-0.544256,-0.512575,-0.481808,-0.210351,-0.209544,-0.211523,-0.212933,-0.214352,-0.213507,-0.214042,-0.213991,-0.2146,-0.214807,-0.216793,-0.214369,-0.21207,-0.214639,-0.208049,-0.202282,-0.200462,-0.195882,-0.192165,-0.190226,-0.186173,-0.182229,-0.179594,-0.175551,-0.170085,-0.168956,-0.165351,-0.164211,-0.209154,-0.210781,-0.211434,-0.214359,-0.215933,-0.216501,-0.216567,-0.219024,-0.218393,-0.220784,-0.220936,-0.220862,-0.218789,-0.219537,-0.215679,-0.214738,-0.210845,-0.204728,-0.196841,-0.194882,-0.190192,-0.186674,-0.184325,-0.17821,-0.174319,-0.17017,-0.171317,-0.169194
