t[s],u01.dX [mm],u02.dX [mm],u03.dX [mm],u04.dX [mm],u05.dX [mm],u06.dX [mm],u07.dX [mm],u08.dX [mm],u09.dX [mm],u10.dX [mm],u11.dX [mm],u12.dX [mm],u13.dX [mm],u14.dX [mm],u15.dX [mm],u16.dX [mm],u17.dX [mm],u18.dX [mm],u19.dX [mm],u20.dX [mm],u21.dX [mm],u22.dX [mm],u23.dX [mm],u24.dX [mm],u25.dX [mm],u26.dX [mm],u27.dX [mm],u28.dX [mm],u29.dX [mm],u30.dX [mm],u31.dX [mm],u32.dX [mm],u33.dX [mm],u34.dX [mm],u35.dX [mm],u36.dX [mm],u37.dX [mm],u38.dX [mm],u39.dX [mm],u40.dX [mm],u41.dX [mm],u42.dX [mm],u43.dX [mm],u44.dX [mm],u45.dX [mm],u46.dX [mm],u47.dX [mm],u48.dX [mm],u49.dX [mm],u50.dX [mm],u51.dX [mm],u52.dX [mm],u53.dX [mm],u54.dX [mm],u55.dX [mm],u56.dX [mm],u01.dY [mm],u02.dY [mm],u03.dY [mm],u04.dY [mm],u05.dY [mm],u06.dY [mm],u07.dY [mm],u08.dY [mm],u09.dY [mm],u10.dY [mm],u11.dY [mm],u12.dY [mm],u13.dY [mm],u14.dY [mm],u15.dY [mm],u16.dY [mm],u17.dY [mm],u18.dY [mm],u19.dY [mm],u20.dY [mm],u21.dY [mm],u22.dY [mm],u23.dY [mm],u24.dY [mm],u25.dY [mm],u26.dY [mm],u27.dY [mm],u28.dY [mm],u29.dY [mm],u30.dY [mm],u31.dY [mm],u32.dY [mm],u33.dY [mm],u34.dY [mm],u35.dY [mm],u36.dY [mm],u37.dY [mm],u38.dY [mm],u39.dY [mm],u40.dY [mm],u41.dY [mm],u42.dY [mm],u43.dY [mm],u44.dY [mm],u45.dY [mm],u46.dY [mm],u47.dY [mm],u48.dY [mm],u49.dY [mm],u50.dY [mm],u51.dY [mm],u52.dY [mm],u53.dY [mm],u54.dY [mm],u55.dY [mm],u56.dY [mm],u01.dZ [mm],u02.dZ [mm],u03.dZ [mm],u04.dZ [mm],u05.dZ [mm],u06.dZ [mm],u07.dZ [mm],u08.dZ [mm],u09.dZ [mm],u10.dZ [mm],u11.dZ [mm],u12.dZ [mm],u13.dZ [mm],u14.dZ [mm],u15.dZ [mm],u16.dZ [mm],u17.dZ [mm],u18.dZ [mm],u19.dZ [mm],u20.dZ [mm],u21.dZ [mm],u22.dZ [mm],u23.dZ [mm],u24.dZ [mm],u25.dZ [mm],u26.dZ [mm],u27.dZ [mm],u28.dZ [mm],u29.dZ [mm],u30.dZ [mm],u31.dZ [mm],u32.dZ [mm],u33.dZ [mm],u34.dZ [mm],u35.dZ [mm],u36.dZ [mm],u37.dZ [mm],u38.dZ [mm],u39.dZ [mm],u40.dZ [mm],u41.dZ [mm],u42.dZ [mm],u43.dZ [mm],u44.dZ [mm],u45.dZ [mm],u46.dZ [mm],u47.dZ [mm],u48.dZ [mm],u49.dZ [mm],u50.dZ [mm],u51.dZ [mm],u52.dZ [mm],u53.dZ [mm],u54.dZ [mm],u55.dZ [mm],u56.dZ [mm]
146.954786,-0.127774,-0.128129,-0.128165,-0.127677,-0.128018,-0.128229,-0.128413,-0.128091,-0.128449,-0.128752,-0.127831,-0.128247,-0.128826,-0.128373,-0.128151,-0.128318,-0.128441,-0.128604,-0.128171,-0.128552,-0.128044,-0.128646,-0.128866,-0.128572,-0.128512,-0.128684,-0.128559,-0.128643,-0.128965,-0.12955,-0.12893,-0.12868,-0.129209,-0.12891,-0.1292,-0.129823,-0.129159,-0.12932,-0.129442,-0.129087,-0.129567,-0.129312,-0.129512,-0.129375,-0.129454,-0.129704,-0.130115,-0.1296,-0.130142,-0.129912,-0.130508,-0.130711,-0.130337,-0.130462,-0.130182,-0.129801,-0.060167,-0.061834,-0.064094,-0.065938,-0.067433,-0.069325,-0.070748,-0.072298,-0.07425,-0.076248,-0.076846,-0.078701,-0.079994,-0.081826,-0.084153,-0.086266,-0.08867,-0.089772,-0.092201,-0.094297,-0.095877,-0.097884,-0.099789,-0.102069,-0.104054,-0.105963,-0.107643,-0.109394,-0.060783,-0.062679,-0.064169,-0.066151,-0.067679,-0.06973,-0.070566,-0.073023,-0.074328,-0.076078,-0.077013,-0.078451,-0.080169,-0.082293,-0.083898,-0.086383,-0.088199,-0.090105,-0.092197,-0.094217,-0.096867,-0.098077,-0.099629,-0.101901,-0.103242,-0.105403,-0.106796,-0.10764,-0.064564,-0.061178,-0.062256,-0.06114,-0.062706,-0.063483,-0.063008,-0.063672,-0.064594,-0.063404,-0.06486,-0.066214,-0.06387,-0.066199,-0.067222,-0.066433,-0.06595,-0.065999,-0.069879,-0.067888,-0.069158,-0.069779,-0.069169,-0.069688,-0.07094,-0.070462,-0.070167,-0.073022,-0.064563,-0.061967,-0.061678,-0.064335,-0.062071,-0.062673,-0.062522,-0.065367,-0.064042,-0.064999,-0.064413,-0.065933,-0.064295,-0.066841,-0.066151,-0.066725,-0.068187,-0.068642,-0.067479,-0.06922,-0.069247,-0.069981,-0.069779,-0.070111,-0.07093,-0.070357,-0.071972,-0.073197
147.204786,-0.134811,-0.135343,-0.135049,-0.134875,-0.135332,-0.134937,-0.135028,-0.134679,-0.134956,-0.135504,-0.134888,-0.135104,-0.135543,-0.13534,-0.134959,-0.134894,-0.135031,-0.135591,-0.135521,-0.135794,-0.134923,-0.135719,-0.13575,-0.13563,-0.135506,-0.135639,-0.135546,-0.135309,-0.136072,-0.136585,-0.1358,-0.135592,-0.136217,-0.136297,-0.136107,-0.1368,-0.136319,-0.136106,-0.136308,-0.136301,-0.136498,-0.136214,-0.136321,-0.136316,-0.136386,-0.136561,-0.137184,-0.136805,-0.13727,-0.136849,-0.137263,-0.137562,-0.137507,-0.137365,-0.136956,-0.137198,-0.067999,-0.069564,-0.07103,-0.073131,-0.074601,-0.076461,-0.07796,-0.079943,-0.082121,-0.083738,-0.084474,-0.086519,-0.087668,-0.089591,-0.09185,-0.09425,-0.096299,-0.097678,-0.100072,-0.101906,-0.103543,-0.105429,-0.107709,-0.109615,-0.11218,-0.112916,-0.115152,-0.116745,-0.067789,-0.070142,-0.071488,-0.073183,-0.075259,-0.076809,-0.078388,-0.080802,-0.081958,-0.083393,-0.08483,-0.085981,-0.087667,-0.089855,-0.091761,-0.094252,-0.095897,-0.098117,-0.100461,-0.101919,-0.104438,-0.105738,-0.107016,-0.109392,-0.111127,-0.113072,-0.114435,-0.115093,-0.064693,-0.062835,-0.062512,-0.062495,-0.062443,-0.063217,-0.060995,-0.062059,-0.062486,-0.06267,-0.064136,-0.064158,-0.061973,-0.064773,-0.065612,-0.064913,-0.064736,-0.063499,-0.067643,-0.066482,-0.066881,-0.066626,-0.066745,-0.067417,-0.0671,-0.068176,-0.067558,-0.069828,-0.06258,-0.064959,-0.061705,-0.063628,-0.062886,-0.062762,-0.062105,-0.063649,-0.063132,-0.062654,-0.062748,-0.065392,-0.063586,-0.065757,-0.065504,-0.064975,-0.066322,-0.066296,-0.066451,-0.067612,-0.066598,-0.067139,-0.067974,-0.0673,-0.067883,-0.068423,-0.068788,-0.068216
147.454786,-0.140788,-0.141227,-0.141394,-0.141382,-0.141298,-0.140763,-0.141431,-0.140849,-0.141206,-0.141676,-0.141297,-0.140989,-0.14163,-0.141391,-0.141227,-0.140516,-0.140778,-0.141209,-0.141455,-0.141119,-0.14101,-0.141328,-0.141248,-0.141031,-0.141233,-0.141494,-0.141292,-0.1411,-0.142295,-0.14197,-0.141814,-0.141598,-0.142245,-0.142066,-0.14211,-0.142776,-0.142338,-0.142231,-0.142185,-0.142406,-0.142384,-0.142011,-0.141797,-0.142295,-0.14214,-0.14225,-0.142965,-0.142091,-0.142838,-0.14258,-0.142444,-0.143138,-0.142983,-0.142915,-0.142935,-0.142662,-0.079734,-0.080838,-0.082693,-0.08435,-0.086253,-0.087877,-0.08978,-0.0915,-0.093587,-0.095158,-0.096041,-0.097881,-0.099211,-0.100785,-0.103697,-0.105639,-0.107677,-0.109477,-0.111437,-0.113377,-0.115177,-0.116518,-0.118793,-0.120803,-0.123251,-0.124402,-0.12639,-0.127899,-0.07941,-0.081593,-0.082782,-0.084531,-0.0863,-0.087997,-0.08975,-0.091851,-0.093611,-0.095136,-0.096998,-0.097944,-0.099616,-0.101791,-0.103528,-0.105627,-0.107846,-0.109403,-0.111937,-0.113161,-0.115378,-0.117061,-0.118439,-0.120619,-0.122571,-0.124219,-0.125422,-0.126522,-0.061918,-0.06264,-0.06287,-0.062378,-0.061856,-0.061109,-0.061145,-0.061233,-0.061706,-0.062805,-0.064407,-0.062982,-0.060656,-0.064119,-0.064512,-0.063661,-0.064811,-0.062842,-0.065579,-0.065013,-0.065431,-0.064698,-0.065236,-0.06555,-0.06553,-0.065877,-0.065927,-0.065926,-0.062623,-0.063347,-0.061173,-0.062681,-0.063094,-0.061895,-0.060876,-0.062871,-0.062053,-0.06255,-0.062698,-0.064069,-0.063058,-0.064005,-0.064675,-0.063318,-0.063664,-0.065286,-0.065257,-0.065149,-0.066489,-0.065427,-0.065731,-0.066527,-0.065338,-0.066522,-0.067573,-0.066341
147.704786,-0.150095,-0.150419,-0.150525,-0.150494,-0.150604,-0.150477,-0.150265,-0.150329,-0.150677,-0.15058,-0.150655,-0.150466,-0.150671,-0.150214,-0.150466,-0.149823,-0.150386,-0.150345,-0.150629,-0.150763,-0.150565,-0.150453,-0.150424,-0.150211,-0.150464,-0.150738,-0.150323,-0.150558,-0.151153,-0.151101,-0.151229,-0.150659,-0.15156,-0.15122,-0.151218,-0.15164,-0.151581,-0.151394,-0.15137,-0.151378,-0.151728,-0.151354,-0.151308,-0.151444,-0.151414,-0.151767,-0.151878,-0.151513,-0.152158,-0.151978,-0.151738,-0.152289,-0.152091,-0.152474,-0.15207,-0.152318,-0.086212,-0.08791,-0.089272,-0.091153,-0.093047,-0.09439,-0.096511,-0.098284,-0.100238,-0.10149,-0.102535,-0.104394,-0.105846,-0.10738,-0.110434,-0.111739,-0.113671,-0.115755,-0.11773,-0.119889,-0.121242,-0.12261,-0.124737,-0.12713,-0.129374,-0.130517,-0.132863,-0.134117,-0.086393,-0.087942,-0.089412,-0.091486,-0.09348,-0.094959,-0.096591,-0.098115,-0.100446,-0.102101,-0.10359,-0.104785,-0.106271,-0.10858,-0.110209,-0.112093,-0.113971,-0.115764,-0.117795,-0.1196,-0.121264,-0.123183,-0.124869,-0.127008,-0.128671,-0.13054,-0.131799,-0.133186,-0.058444,-0.060253,-0.05996,-0.058919,-0.059058,-0.058696,-0.058785,-0.059476,-0.060282,-0.059647,-0.062117,-0.061332,-0.060744,-0.062835,-0.061667,-0.061307,-0.062554,-0.061065,-0.061832,-0.061889,-0.063823,-0.062917,-0.063367,-0.06367,-0.062971,-0.063137,-0.063888,-0.062432,-0.059996,-0.058954,-0.057986,-0.059653,-0.061239,-0.058432,-0.060119,-0.060286,-0.058386,-0.05908,-0.060138,-0.062003,-0.059187,-0.061823,-0.061311,-0.06238,-0.06338,-0.063046,-0.063632,-0.064034,-0.063508,-0.062825,-0.063371,-0.063607,-0.063932,-0.063256,-0.064171,-0.062622
147.954786,-0.155688,-0.156177,-0.156097,-0.156196,-0.156353,-0.15633,-0.156204,-0.15629,-0.156632,-0.156502,-0.156358,-0.156104,-0.156421,-0.155824,-0.15617,-0.15551,-0.156271,-0.15593,-0.15632,-0.156481,-0.156279,-0.155972,-0.156384,-0.155905,-0.156013,-0.156293,-0.155932,-0.155972,-0.1565,-0.156879,-0.156949,-0.156199,-0.157295,-0.156882,-0.156998,-0.157424,-0.157158,-0.157335,-0.157211,-0.157138,-0.157469,-0.1572,-0.157248,-0.157101,-0.157174,-0.157519,-0.157814,-0.157276,-0.157869,-0.157564,-0.157371,-0.15789,-0.157829,-0.158172,-0.15795,-0.157861,-0.08865,-0.090335,-0.091724,-0.093569,-0.095292,-0.096502,-0.098775,-0.100302,-0.102103,-0.103315,-0.104374,-0.106294,-0.107471,-0.109347,-0.111695,-0.113407,-0.115461,-0.117332,-0.119473,-0.121383,-0.123111,-0.124077,-0.126145,-0.128736,-0.130988,-0.132198,-0.134051,-0.13515,-0.088679,-0.090745,-0.091756,-0.093719,-0.095288,-0.097226,-0.09872,-0.100298,-0.102119,-0.103901,-0.105139,-0.106665,-0.107976,-0.110226,-0.111769,-0.113835,-0.115717,-0.11755,-0.119343,-0.120998,-0.122817,-0.124685,-0.126311,-0.128593,-0.130153,-0.131857,-0.133167,-0.135337,-0.057794,-0.057308,-0.057866,-0.057274,-0.058863,-0.05812,-0.058448,-0.058118,-0.058924,-0.058518,-0.06068,-0.059765,-0.059091,-0.060461,-0.060792,-0.059333,-0.059793,-0.059302,-0.061537,-0.05923,-0.061294,-0.061296,-0.061165,-0.06082,-0.062056,-0.061384,-0.061796,-0.060865,-0.058289,-0.056379,-0.056065,-0.057993,-0.05954,-0.056602,-0.058018,-0.058218,-0.057544,-0.059423,-0.059915,-0.060282,-0.057815,-0.059971,-0.058229,-0.059924,-0.061519,-0.061442,-0.061693,-0.061606,-0.060753,-0.061231,-0.06254,-0.062754,-0.062094,-0.060766,-0.063207,-0.063001
148.204786,-0.159985,-0.161053,-0.160539,-0.160177,-0.160286,-0.160549,-0.160359,-0.160316,-0.160667,-0.160686,-0.159916,-0.160438,-0.160496,-0.160268,-0.160396,-0.159959,-0.16017,-0.160411,-0.160373,-0.160661,-0.160505,-0.16019,-0.16032,-0.160254,-0.159893,-0.16052,-0.160195,-0.160468,-0.160747,-0.160842,-0.160689,-0.160703,-0.16125,-0.161285,-0.161351,-0.161386,-0.161495,-0.161347,-0.161214,-0.161056,-0.161673,-0.161237,-0.161599,-0.161434,-0.161331,-0.161818,-0.16141,-0.161821,-0.161729,-0.16181,-0.161563,-0.162045,-0.162015,-0.162043,-0.161536,-0.161539,-0.108943,-0.110354,-0.112088,-0.11364,-0.115154,-0.11675,-0.118496,-0.120148,-0.122346,-0.123307,-0.124469,-0.126361,-0.127581,-0.129486,-0.132018,-0.133778,-0.135655,-0.137424,-0.139556,-0.141546,-0.142911,-0.144502,-0.14663,-0.148922,-0.15104,-0.152311,-0.153628,-0.155518,-0.109181,-0.110878,-0.112496,-0.114392,-0.115409,-0.117116,-0.118554,-0.120853,-0.122334,-0.123896,-0.125072,-0.126018,-0.128001,-0.129827,-0.132023,-0.133875,-0.135981,-0.137524,-0.139526,-0.14129,-0.143947,-0.145241,-0.146732,-0.148925,-0.150272,-0.152092,-0.153448,-0.155204,-0.06179,-0.061072,-0.06026,-0.060973,-0.059973,-0.061099,-0.060289,-0.060599,-0.060921,-0.060289,-0.060297,-0.061537,-0.059584,-0.06156,-0.061585,-0.060583,-0.060476,-0.059939,-0.062694,-0.060972,-0.060908,-0.061706,-0.060316,-0.061583,-0.062217,-0.060668,-0.060762,-0.061253,-0.061504,-0.061239,-0.05744,-0.061648,-0.06014,-0.060937,-0.058328,-0.061023,-0.059647,-0.060003,-0.060271,-0.063104,-0.05841,-0.062021,-0.06029,-0.06178,-0.061794,-0.062314,-0.06369,-0.06304,-0.061947,-0.061905,-0.06201,-0.062692,-0.06123,-0.061226,-0.063159,-0.066287
148.454786,-0.170195,-0.170637,-0.170431,-0.170085,-0.170442,-0.170358,-0.170436,-0.170231,-0.170741,-0.170556,-0.169949,-0.170438,-0.170718,-0.170101,-0.170203,-0.170022,-0.170293,-0.17046,-0.170183,-0.170315,-0.170152,-0.169932,-0.170507,-0.17007,-0.169765,-0.170136,-0.1699,-0.170145,-0.171213,-0.171859,-0.171046,-0.17096,-0.171511,-0.170916,-0.171405,-0.171709,-0.171407,-0.17127,-0.171557,-0.171117,-0.171561,-0.171194,-0.171243,-0.171401,-0.17149,-0.171348,-0.171638,-0.171294,-0.171477,-0.171493,-0.171768,-0.172014,-0.1717,-0.171912,-0.171503,-0.171293,-0.106053,-0.107828,-0.109398,-0.11094,-0.112275,-0.113853,-0.115648,-0.117273,-0.119305,-0.120303,-0.121249,-0.123107,-0.124254,-0.125946,-0.128338,-0.130442,-0.132342,-0.133536,-0.136175,-0.137893,-0.139347,-0.141173,-0.143026,-0.145058,-0.14731,-0.148707,-0.150075,-0.151654,-0.106391,-0.108258,-0.10973,-0.111614,-0.112734,-0.114772,-0.115888,-0.117513,-0.119084,-0.12073,-0.121832,-0.123018,-0.124725,-0.126588,-0.128336,-0.130421,-0.132242,-0.134184,-0.136054,-0.137837,-0.140314,-0.141854,-0.143062,-0.145082,-0.1466,-0.148461,-0.149855,-0.150671,-0.060292,-0.057911,-0.056446,-0.056328,-0.056899,-0.057317,-0.056084,-0.056873,-0.056843,-0.055524,-0.057355,-0.057328,-0.055219,-0.057039,-0.057391,-0.056163,-0.056393,-0.055823,-0.058635,-0.058077,-0.058436,-0.057884,-0.056595,-0.057835,-0.058021,-0.057179,-0.056695,-0.057867,-0.057733,-0.05868,-0.054966,-0.057957,-0.055556,-0.057855,-0.055233,-0.057271,-0.056599,-0.056914,-0.056341,-0.057848,-0.055464,-0.058162,-0.057146,-0.05671,-0.058148,-0.058212,-0.056955,-0.057563,-0.058703,-0.05846,-0.05828,-0.059037,-0.05819,-0.056752,-0.058419,-0.062111
148.704786,-0.176984,-0.177478,-0.177321,-0.177025,-0.1776,-0.176769,-0.176936,-0.176639,-0.17724,-0.177143,-0.176281,-0.176667,-0.17709,-0.176967,-0.176378,-0.176441,-0.176643,-0.176587,-0.176939,-0.176598,-0.176095,-0.176736,-0.177005,-0.176479,-0.176661,-0.176578,-0.176468,-0.176547,-0.178205,-0.178179,-0.177974,-0.177644,-0.178025,-0.177895,-0.177808,-0.177992,-0.178054,-0.177606,-0.177692,-0.17774,-0.177773,-0.17771,-0.177652,-0.17793,-0.177803,-0.177953,-0.178533,-0.177821,-0.178042,-0.178011,-0.178337,-0.178572,-0.178392,-0.178347,-0.177945,-0.17812,-0.119569,-0.121207,-0.122422,-0.124123,-0.125661,-0.127213,-0.129169,-0.130621,-0.132681,-0.134189,-0.134898,-0.136696,-0.137962,-0.139294,-0.141858,-0.144196,-0.145671,-0.147231,-0.149506,-0.151266,-0.152645,-0.154281,-0.156471,-0.158097,-0.160764,-0.161468,-0.163431,-0.164497,-0.119646,-0.121643,-0.122488,-0.124369,-0.126357,-0.1276,-0.129145,-0.131073,-0.132695,-0.133881,-0.135863,-0.136755,-0.138271,-0.140111,-0.142105,-0.144293,-0.145701,-0.14754,-0.149747,-0.151292,-0.153652,-0.154732,-0.156026,-0.158219,-0.159874,-0.16123,-0.162709,-0.163962,-0.0581,-0.055959,-0.056069,-0.055658,-0.056968,-0.055896,-0.05441,-0.054722,-0.055556,-0.05566,-0.056043,-0.055394,-0.054079,-0.05642,-0.056974,-0.05695,-0.055211,-0.055002,-0.0572,-0.056253,-0.056408,-0.055492,-0.055433,-0.056372,-0.055454,-0.055714,-0.055978,-0.056882,-0.05562,-0.055424,-0.056368,-0.057878,-0.055764,-0.056337,-0.055065,-0.056218,-0.05592,-0.055591,-0.053891,-0.055594,-0.054544,-0.056471,-0.055819,-0.055911,-0.055665,-0.057537,-0.056247,-0.056866,-0.056475,-0.056097,-0.056526,-0.056757,-0.055361,-0.055532,-0.057241,-0.058483
148.954786,-0.181401,-0.181909,-0.181394,-0.18083,-0.181636,-0.181164,-0.181144,-0.180809,-0.181631,-0.18149,-0.180929,-0.180946,-0.181188,-0.180666,-0.180564,-0.180124,-0.180255,-0.180687,-0.180841,-0.180437,-0.180114,-0.180415,-0.180613,-0.180217,-0.180023,-0.180256,-0.179724,-0.180028,-0.182571,-0.182315,-0.182241,-0.181767,-0.181959,-0.182099,-0.182111,-0.182838,-0.182192,-0.181876,-0.18218,-0.182153,-0.182086,-0.181771,-0.181469,-0.181949,-0.181791,-0.181827,-0.182291,-0.181684,-0.182182,-0.181779,-0.181688,-0.1824,-0.181998,-0.181883,-0.182032,-0.181779,-0.128609,-0.130487,-0.132069,-0.133695,-0.135716,-0.13693,-0.139275,-0.141206,-0.142988,-0.144477,-0.145468,-0.147447,-0.148657,-0.150336,-0.152968,-0.155071,-0.156712,-0.158661,-0.161227,-0.163204,-0.164542,-0.166157,-0.168163,-0.170272,-0.172913,-0.174216,-0.176006,-0.177444,-0.128613,-0.130792,-0.132032,-0.13419,-0.135848,-0.137666,-0.139422,-0.141121,-0.143148,-0.144942,-0.146638,-0.147923,-0.149196,-0.151482,-0.153052,-0.155426,-0.157386,-0.159273,-0.161409,-0.16293,-0.164854,-0.166844,-0.168116,-0.170304,-0.172263,-0.173686,-0.175235,-0.17658,-0.040292,-0.038217,-0.040816,-0.040129,-0.039064,-0.038799,-0.037699,-0.038923,-0.039011,-0.037418,-0.038682,-0.038654,-0.036224,-0.037566,-0.038872,-0.038044,-0.037238,-0.035268,-0.036705,-0.035672,-0.036454,-0.034348,-0.034868,-0.034059,-0.033901,-0.033265,-0.033303,-0.033602,-0.040683,-0.040363,-0.039578,-0.041017,-0.039284,-0.037962,-0.038327,-0.039837,-0.037232,-0.037413,-0.037403,-0.038522,-0.036075,-0.037837,-0.037538,-0.036475,-0.037734,-0.038501,-0.037853,-0.036914,-0.036481,-0.035358,-0.036364,-0.034958,-0.034744,-0.035385,-0.034756,-0.035583
149.204786,-0.191603,-0.191792,-0.191668,-0.191362,-0.191324,-0.190897,-0.190894,-0.190445,-0.191017,-0.191077,-0.19062,-0.190603,-0.190934,-0.19069,-0.190296,-0.19003,-0.189971,-0.190136,-0.190331,-0.190168,-0.18985,-0.189688,-0.189965,-0.189431,-0.189304,-0.189239,-0.189064,-0.189357,-0.192498,-0.192675,-0.192339,-0.191978,-0.192573,-0.192015,-0.191665,-0.192429,-0.191928,-0.191784,-0.191578,-0.19171,-0.192189,-0.191693,-0.191741,-0.191736,-0.191247,-0.191575,-0.191803,-0.191258,-0.191412,-0.191624,-0.19135,-0.191694,-0.191586,-0.191336,-0.190961,-0.191113,-0.113521,-0.115261,-0.11716,-0.119278,-0.121063,-0.123106,-0.125175,-0.127185,-0.129841,-0.131066,-0.132092,-0.13459,-0.136316,-0.138049,-0.140654,-0.143418,-0.145297,-0.147297,-0.149829,-0.152159,-0.153814,-0.155429,-0.157959,-0.160472,-0.163025,-0.164087,-0.166561,-0.167573,-0.113752,-0.11615,-0.117731,-0.119527,-0.121716,-0.123479,-0.125388,-0.127757,-0.129381,-0.131238,-0.133,-0.134149,-0.136494,-0.138851,-0.140995,-0.14362,-0.145487,-0.147638,-0.150795,-0.152261,-0.154706,-0.156369,-0.157846,-0.160363,-0.161838,-0.164053,-0.165481,-0.167083,-0.025732,-0.024146,-0.024866,-0.024127,-0.022101,-0.021764,-0.020224,-0.019532,-0.020335,-0.020029,-0.020956,-0.020325,-0.019233,-0.02085,-0.018727,-0.018736,-0.017232,-0.018118,-0.017985,-0.016377,-0.01467,-0.015325,-0.014889,-0.014452,-0.013587,-0.012118,-0.012289,-0.01147,-0.024251,-0.025904,-0.021006,-0.025085,-0.02213,-0.021755,-0.020735,-0.022326,-0.020711,-0.019006,-0.020423,-0.020097,-0.018088,-0.020514,-0.017015,-0.018404,-0.018523,-0.018696,-0.017239,-0.017786,-0.016993,-0.014981,-0.016612,-0.015097,-0.013037,-0.011203,-0.012811,-0.013122
149.454786,-0.214804,-0.215437,-0.214612,-0.214681,-0.214961,-0.214745,-0.214791,-0.214485,-0.214859,-0.214788,-0.213999,-0.214094,-0.214417,-0.213613,-0.213701,-0.213072,-0.213478,-0.213588,-0.213399,-0.213352,-0.213051,-0.213121,-0.213274,-0.213049,-0.21244,-0.212791,-0.2122,-0.21228,-0.215915,-0.216222,-0.215611,-0.215303,-0.216171,-0.215394,-0.215846,-0.215987,-0.215822,-0.215861,-0.215658,-0.215313,-0.215433,-0.214881,-0.215095,-0.215283,-0.21487,-0.215032,-0.215595,-0.214856,-0.215344,-0.214953,-0.214857,-0.215099,-0.214984,-0.214989,-0.214671,-0.214666,-0.129647,-0.131902,-0.133945,-0.136298,-0.138553,-0.140321,-0.143164,-0.145453,-0.147802,-0.149748,-0.151346,-0.153803,-0.155405,-0.157586,-0.160823,-0.16339,-0.165839,-0.168002,-0.171223,-0.174006,-0.176077,-0.178308,-0.180815,-0.183298,-0.186688,-0.188302,-0.190404,-0.19276,-0.129815,-0.131822,-0.133728,-0.136494,-0.138748,-0.141018,-0.143291,-0.145342,-0.148216,-0.150411,-0.152124,-0.153907,-0.155903,-0.15898,-0.16075,-0.163742,-0.166172,-0.168635,-0.171423,-0.17372,-0.176353,-0.178584,-0.180525,-0.18362,-0.185775,-0.187921,-0.189563,-0.191173,-0.021403,-0.018444,-0.018642,-0.01751,-0.01609,-0.016232,-0.015657,-0.01556,-0.017016,-0.013656,-0.015999,-0.013985,-0.012566,-0.013462,-0.01427,-0.013057,-0.01172,-0.009338,-0.01152,-0.010151,-0.01177,-0.007437,-0.00651,-0.006358,-0.005782,-0.005223,-0.004301,-0.003285,-0.016407,-0.017372,-0.016125,-0.017002,-0.01564,-0.014092,-0.014092,-0.013957,-0.01377,-0.015216,-0.013306,-0.014489,-0.011902,-0.013221,-0.013016,-0.012537,-0.012478,-0.012542,-0.009386,-0.011334,-0.010652,-0.008825,-0.007813,-0.007021,-0.007033,-0.004973,-0.004962,-0.003758
149.704786,-0.237107,-0.237422,-0.237321,-0.237414,-0.237457,-0.236801,-0.236749,-0.236343,-0.236947,-0.236835,-0.236361,-0.236205,-0.23624,-0.235439,-0.235637,-0.235126,-0.235224,-0.235173,-0.235174,-0.235164,-0.234908,-0.234726,-0.234936,-0.2343,-0.233978,-0.233894,-0.233464,-0.233446,-0.239053,-0.238558,-0.238456,-0.237954,-0.238882,-0.23838,-0.23811,-0.238696,-0.23805,-0.237811,-0.237916,-0.237625,-0.237836,-0.237456,-0.237445,-0.237266,-0.237029,-0.23723,-0.237488,-0.236914,-0.237437,-0.237093,-0.236802,-0.236947,-0.237007,-0.23672,-0.236104,-0.235964,-0.126112,-0.128336,-0.130521,-0.133576,-0.13626,-0.138601,-0.14194,-0.144607,-0.14717,-0.149438,-0.151168,-0.154034,-0.156172,-0.158938,-0.162492,-0.16525,-0.168436,-0.171101,-0.174491,-0.177765,-0.180089,-0.182413,-0.185654,-0.188719,-0.19218,-0.19437,-0.196837,-0.199144,-0.125523,-0.129167,-0.131077,-0.133416,-0.136519,-0.139118,-0.142178,-0.144735,-0.14753,-0.150065,-0.152073,-0.154281,-0.156536,-0.159843,-0.162604,-0.165592,-0.168671,-0.171398,-0.174413,-0.177524,-0.18062,-0.183405,-0.185514,-0.188708,-0.191168,-0.193997,-0.195932,-0.198256,-0.018672,-0.016524,-0.016795,-0.016285,-0.0157,-0.012553,-0.013144,-0.011818,-0.011021,-0.010674,-0.012106,-0.011329,-0.010707,-0.01128,-0.009486,-0.008286,-0.007728,-0.006905,-0.007572,-0.00512,-0.00399,-0.003738,-0.002016,-0.002053,-0.000164,0.00066,0.001701,0.001366,-0.018269,-0.016219,-0.014636,-0.014965,-0.013627,-0.013718,-0.012123,-0.014058,-0.010347,-0.009906,-0.010942,-0.010505,-0.008828,-0.009666,-0.006909,-0.007608,-0.00787,-0.009236,-0.006942,-0.006114,-0.005529,-0.004889,-0.004503,-0.003662,-0.000753,0.0006,-0.000269,-0.000842
